sample_index,phase,capture_accepted,accept_reject_reason,target_label,command_target_id,command_target_index,commanded_cable_displacement_mm,target_cable_deltas_ticks,resolved_servo_goal_ticks,servo_positions_before_command,servo_positions_after_command,raw_tracker_translation_mm,robot_tip_translation_mm,tracker_stale_age_s,tracker_frame_number,runtime_tip_mode,runtime_tip_trust_level,runtime_telemetry_ok,runtime_telemetry_failure_code
10,approach,True,ok,T03,T03,3,"[0.0,-4.0,0.0,4.0]","[0,-261,0,261]","{""5"":2131,""6"":2163,""7"":2632,""8"":2123}","{""5"":2132,""6"":2426,""7"":2632,""8"":1867}","{""5"":2132,""6"":2196,""7"":2631,""8"":2124}","[-44.52,20.54,-209.55]","[3.799973744562152,21.35360741593672,64.30735250700432]",0.0,27664,coil_as_tip,thesis_trusted,True,
11,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2132,""6"":2196,""7"":2631,""8"":2124}","{""5"":2132,""6"":2426,""7"":2632,""8"":1869}","[-49.480000000000004,41.61,-210.52]","[3.207654987800254,0.28052196043616107,69.3135115012392]",0.0,29224,coil_as_tip,thesis_trusted,True,
12,approach,True,ok,T04,T04,4,"[2.82842712474619,-2.8284271247461903,-2.82842712474619,2.8284271247461903]","[184,-184,-184,184]","{""5"":2315,""6"":2240,""7"":2448,""8"":2046}","{""5"":2132,""6"":2426,""7"":2632,""8"":1869}","{""5"":2315,""6"":2263,""7"":2459,""8"":2047}","[-46.85,26.94,-202.68]","[-3.527630765356946,15.479982972050188,66.62953855432956]",0.0,30792,coil_as_tip,thesis_trusted,True,
13,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2315,""6"":2263,""7"":2459,""8"":2047}","{""5"":2133,""6"":2426,""7"":2631,""8"":1869}","[-49.51,41.53,-209.9]","[2.5951084169760747,0.40584428473535894,69.34145812185409]",0.03705002399965451,32368,coil_as_tip,thesis_trusted,True,
14,approach,True,ok,T12,T12,12,"[5.6568542494923735,-5.656854249492387,-5.6568542494923735,5.656854249492387]","[369,-369,-369,369]","{""5"":2500,""6"":2055,""7"":2263,""8"":2231}","{""5"":2133,""6"":2426,""7"":2631,""8"":1869}","{""5"":2499,""6"":2094,""7"":2290,""8"":2232}","[-38.14,16.16,-189.78]","[-15.577019073674819,27.15722053958817,57.85817240152005]",0.0,33960,coil_as_tip,thesis_trusted,True,
15,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2499,""6"":2094,""7"":2290,""8"":2232}","{""5"":2135,""6"":2426,""7"":2631,""8"":1868}","[-49.53,41.480000000000004,-208.93]","[1.6313345210850514,0.526893244047784,69.35839999449021]",0.0,35520,coil_as_tip,thesis_trusted,True,
16,approach,True,ok,T14,T14,14,"[5.656854249492377,5.656854249492383,-5.656854249492377,-5.656854249492383]","[369,369,-369,-369]","{""5"":2500,""6"":2793,""7"":2263,""8"":1493}","{""5"":2135,""6"":2426,""7"":2631,""8"":1868}","{""5"":2499,""6"":2793,""7"":2286,""8"":1533}","[-38.410000000000004,70.83,-192.19]","[-17.184066128746025,-27.541550635726857,58.24769990159426]",0.0,37096,coil_as_tip,thesis_trusted,True,
17,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2499,""6"":2793,""7"":2286,""8"":1533}","{""5"":2135,""6"":2429,""7"":2631,""8"":1863}","[-49.550000000000004,43.19,-208.42000000000002]","[0.9972327135443209,-1.1410494630115906,69.38035503129232]",0.039191793000100006,38680,coil_as_tip,thesis_trusted,True,
18,approach,True,ok,T08,T08,8,"[-2.8284271247461894,2.8284271247461907,2.8284271247461894,-2.8284271247461907]","[-184,184,184,-184]","{""5"":1947,""6"":2608,""7"":2816,""8"":1678}","{""5"":2135,""6"":2430,""7"":2631,""8"":1863}","{""5"":1971,""6"":2609,""7"":2815,""8"":1698}","[-45.26,56.370000000000005,-221.71]","[13.297086297738531,-15.269929886019504,65.1579221070496]",0.0,40264,coil_as_tip,thesis_trusted,True,
19,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":1971,""6"":2609,""7"":2815,""8"":1698}","{""5"":2132,""6"":2430,""7"":2633,""8"":1863}","[-49.5,43.07,-209.82]","[2.4024019414348743,-1.124160302981231,69.3343746304362]",0.0,41832,coil_as_tip,thesis_trusted,True,
20,approach,True,ok,T09,T09,9,"[-8.0,0.0,8.0,0.0]","[-522,0,522,0]","{""5"":1609,""6"":2424,""7"":3154,""8"":1862}","{""5"":2132,""6"":2430,""7"":2633,""8"":1863}","{""5"":1674,""6"":2425,""7"":3152,""8"":1862}","[-31.7,41.97,-244.77]","[37.390209990422875,-2.6307114578569113,51.638722861006684]",0.0,43392,coil_as_tip,thesis_trusted,True,
21,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":1674,""6"":2425,""7"":3152,""8"":1862}","{""5"":2132,""6"":2427,""7"":2633,""8"":1863}","[-49.27,42.57,-212.86]","[5.471538113393308,-0.8489791436611256,69.11261239845862]",0.0,44968,coil_as_tip,thesis_trusted,True,
22,approach,True,ok,T05,T05,5,"[4.0,0.0,-4.0,0.0]","[261,0,-261,0]","{""5"":2392,""6"":2424,""7"":2371,""8"":1862}","{""5"":2132,""6"":2427,""7"":2633,""8"":1864}","{""5"":2392,""6"":2426,""7"":2393,""8"":1863}","[-48.230000000000004,43.57,-195.26]","[-12.151326364948432,-0.5578870817917903,68.0210479296718]",0.0,46552,coil_as_tip,thesis_trusted,True,
23,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2392,""6"":2426,""7"":2393,""8"":1863}","{""5"":2134,""6"":2427,""7"":2631,""8"":1863}","[-49.52,42.71,-208.96]","[1.5710682372456688,-0.7020141749263829,69.35101550923868]",0.037332052999772714,48104,coil_as_tip,thesis_trusted,True,
24,approach,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2134,""6"":2427,""7"":2631,""8"":1863}","{""5"":1901,""6"":2425,""7"":2892,""8"":1862}","[-44.51,41.93,-228.6]","[21.229766752652495,-1.3758572414997232,64.39928770957404]",0.03808190100016873,49680,coil_as_tip,thesis_trusted,True,
25,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":1901,""6"":2425,""7"":2892,""8"":1862}","{""5"":2132,""6"":2427,""7"":2632,""8"":1864}","[-49.34,42.52,-211.97]","[4.587404009527432,-0.7336837634166358,69.17979767717054]",0.0,51272,coil_as_tip,thesis_trusted,True,
26,approach,True,ok,T07,T07,7,"[0.0,4.0,0.0,-4.0]","[0,261,0,-261]","{""5"":2131,""6"":2685,""7"":2632,""8"":1601}","{""5"":2132,""6"":2427,""7"":2632,""8"":1864}","{""5"":2132,""6"":2686,""7"":2632,""8"":1633}","[-44.730000000000004,64.12,-211.09]","[2.1388418829822626,-22.221388305332134,64.61147226934408]",0.0,52832,coil_as_tip,thesis_trusted,True,
27,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2132,""6"":2686,""7"":2632,""8"":1633}","{""5"":2132,""6"":2431,""7"":2631,""8"":1863}","[-49.480000000000004,43.04,-210.51]","[3.0927987431489044,-1.1448901238088283,69.3164154903815]",0.0,54408,coil_as_tip,thesis_trusted,True,
28,approach,True,ok,T16,T16,16,"[-5.656854249492373,5.656854249492388,5.656854249492373,-5.656854249492388]","[-369,369,369,-369]","{""5"":1762,""6"":2793,""7"":3001,""8"":1493}","{""5"":2131,""6"":2431,""7"":2631,""8"":1863}","{""5"":1798,""6"":2793,""7"":3000,""8"":1531}","[-34.45,67.66,-233.19]","[23.94927463213972,-27.395962490029397,54.40614006987384]",0.0,55992,coil_as_tip,thesis_trusted,True,
29,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":1798,""6"":2793,""7"":3000,""8"":1531}","{""5"":2132,""6"":2431,""7"":2632,""8"":1863}","[-49.43,43.02,-211.37]","[3.952090155365312,-1.188128632768354,69.2689950281937]",0.037287206999735645,57560,coil_as_tip,thesis_trusted,True,
30,approach,True,ok,T13,T13,13,"[8.0,0.0,-8.0,0.0]","[522,0,-522,0]","{""5"":2653,""6"":2424,""7"":2110,""8"":1862}","{""5"":2132,""6"":2431,""7"":2632,""8"":1863}","{""5"":2653,""6"":2425,""7"":2161,""8"":1862}","[-38.88,45.95,-175.67000000000002]","[-31.836038716051235,-1.5159953644981314,58.61630826432486]",0.0,59128,coil_as_tip,thesis_trusted,True,
31,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2653,""6"":2425,""7"":2161,""8"":1862}","{""5"":2136,""6"":2426,""7"":2631,""8"":1863}","[-49.51,43.01,-207.42000000000002]","[0.013247867330449026,-0.8882869609084452,69.33693913613867]",0.0,60696,coil_as_tip,thesis_trusted,True,
32,approach,True,ok,T04,T04,4,"[2.82842712474619,-2.8284271247461903,-2.82842712474619,2.8284271247461903]","[184,-184,-184,184]","{""5"":2315,""6"":2240,""7"":2448,""8"":2046}","{""5"":2136,""6"":2426,""7"":2631,""8"":1863}","{""5"":2314,""6"":2265,""7"":2454,""8"":2047}","[-46.88,27.51,-201.08]","[-5.165207931332418,15.028929073854613,66.65583316210918]",0.0,62272,coil_as_tip,thesis_trusted,True,
33,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2314,""6"":2265,""7"":2454,""8"":2047}","{""5"":1902,""6"":2425,""7"":2892,""8"":1863}","[-44.58,40.88,-228.18]","[20.887709710989697,-0.2977264266455748,64.46585291302733]",0.03711537499975748,63848,coil_as_tip,thesis_trusted,True,
34,approach,True,ok,T08,T08,8,"[-2.8284271247461894,2.8284271247461907,2.8284271247461894,-2.8284271247461907]","[-184,184,184,-184]","{""5"":1947,""6"":2608,""7"":2816,""8"":1678}","{""5"":1901,""6"":2425,""7"":2892,""8"":1863}","{""5"":1955,""6"":2609,""7"":2817,""8"":1701}","[-44.97,55.85,-222.91]","[14.532826138976503,-14.839996018668053,64.87051313975496]",0.0386864769998283,65408,coil_as_tip,thesis_trusted,True,
35,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":1955,""6"":2609,""7"":2817,""8"":1701}","{""5"":1898,""6"":2426,""7"":2892,""8"":1862}","[-44.42,43.15,-228.66]","[21.2003840382786,-2.597173369794376,64.31197464718711]",0.03898869400018157,66992,coil_as_tip,thesis_trusted,True,
36,approach,True,ok,T14,T14,14,"[5.656854249492377,5.656854249492383,-5.656854249492377,-5.656854249492383]","[369,369,-369,-369]","{""5"":2500,""6"":2793,""7"":2263,""8"":1493}","{""5"":1898,""6"":2426,""7"":2892,""8"":1862}","{""5"":2500,""6"":2793,""7"":2289,""8"":1530}","[-38.4,71.25,-193.03]","[-16.377108049019313,-28.022045565467273,58.24112114353849]",0.0,68576,coil_as_tip,thesis_trusted,True,
37,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2500,""6"":2793,""7"":2289,""8"":1530}","{""5"":1900,""6"":2426,""7"":2892,""8"":1862}","[-44.54,43.910000000000004,-228.35]","[20.835131576633614,-3.332117476831563,64.43258890336602]",0.0388576479999756,70144,coil_as_tip,thesis_trusted,True,
38,approach,True,ok,T12,T12,12,"[5.6568542494923735,-5.656854249492387,-5.6568542494923735,5.656854249492387]","[369,-369,-369,369]","{""5"":2500,""6"":2055,""7"":2263,""8"":2231}","{""5"":1900,""6"":2426,""7"":2892,""8"":1862}","{""5"":2499,""6"":2095,""7"":2290,""8"":2232}","[-38.37,16.53,-189.99]","[-15.39538743436745,26.77333888311448,58.08956994132015]",0.0,71704,coil_as_tip,thesis_trusted,True,
39,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2499,""6"":2095,""7"":2290,""8"":2232}","{""5"":1900,""6"":2425,""7"":2891,""8"":1863}","[-44.64,40.18,-228.07]","[20.829174592471503,0.4085901736571458,64.5240809134815]",0.0,73288,coil_as_tip,thesis_trusted,True,
40,approach,True,ok,T07,T07,7,"[0.0,4.0,0.0,-4.0]","[0,261,0,-261]","{""5"":2131,""6"":2685,""7"":2632,""8"":1601}","{""5"":1900,""6"":2425,""7"":2892,""8"":1863}","{""5"":2132,""6"":2686,""7"":2633,""8"":1632}","[-44.86,64.09,-211.38]","[2.4298844906896875,-22.212442231190145,64.74229340011549]",0.0,74872,coil_as_tip,thesis_trusted,True,
41,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2132,""6"":2686,""7"":2633,""8"":1633}","{""5"":1899,""6"":2427,""7"":2892,""8"":1862}","[-44.51,43.22,-228.54]","[21.075313672622855,-2.6579797680154797,64.40175206957221]",0.0,76456,coil_as_tip,thesis_trusted,True,
42,approach,True,ok,T06,T06,6,"[2.8284271247461907,2.82842712474619,-2.8284271247461907,-2.82842712474619]","[184,184,-184,-184]","{""5"":2315,""6"":2608,""7"":2448,""8"":1678}","{""5"":1899,""6"":2427,""7"":2892,""8"":1862}","{""5"":2315,""6"":2609,""7"":2459,""8"":1699}","[-46.95,58.370000000000005,-204.35]","[-4.167654972232697,-15.987546487603446,66.79912251714441]",0.03806771600011416,78032,coil_as_tip,thesis_trusted,True,
43,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2315,""6"":2609,""7"":2459,""8"":1699}","{""5"":1900,""6"":2427,""7"":2892,""8"":1862}","[-44.56,43.25,-228.42000000000002]","[20.953292626722174,-2.678984785245099,64.45144767912156]",0.0,79600,coil_as_tip,thesis_trusted,True,
44,approach,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":1900,""6"":2427,""7"":2892,""8"":1862}","{""5"":2132,""6"":2428,""7"":2632,""8"":1864}","[-49.34,42.480000000000004,-211.81]","[4.430769413373866,-0.6820574244188009,69.17922810760497]",0.0,81184,coil_as_tip,thesis_trusted,True,
45,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2132,""6"":2428,""7"":2632,""8"":1864}","{""5"":1900,""6"":2426,""7"":2892,""8"":1862}","[-44.56,42.49,-228.46]","[21.048926855824533,-1.9239668866207964,64.45000997924424]",0.0,82728,coil_as_tip,thesis_trusted,True,
46,approach,True,ok,T11,T11,11,"[0.0,-8.0,0.0,8.0]","[0,-522,0,522]","{""5"":2131,""6"":1902,""7"":2632,""8"":2384}","{""5"":1900,""6"":2426,""7"":2892,""8"":1862}","{""5"":2132,""6"":1966,""7"":2633,""8"":2385}","[-31.57,3.87,-207.6]","[3.115294293538682,38.09228739185349,51.31729066291793]",0.03692171100010455,84296,coil_as_tip,thesis_trusted,True,
47,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2132,""6"":1966,""7"":2633,""8"":2385}","{""5"":1899,""6"":2425,""7"":2892,""8"":1866}","[-44.45,39.47,-228.37]","[21.1809889500544,1.0942435394437098,64.33353926505762]",0.0,85880,coil_as_tip,thesis_trusted,True,
48,approach,True,ok,T15,T15,15,"[0.0,8.0,0.0,-8.0]","[0,522,0,-522]","{""5"":2131,""6"":2946,""7"":2632,""8"":1340}","{""5"":1899,""6"":2425,""7"":2892,""8"":1866}","{""5"":2132,""6"":2947,""7"":2633,""8"":1402}","[-32.49,81.28,-213.12]","[2.940117378412424,-39.511795853653275,52.41295332672719]",0.0,87464,coil_as_tip,thesis_trusted,True,
49,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2132,""6"":2947,""7"":2633,""8"":1402}","{""5"":1897,""6"":2428,""7"":2891,""8"":1862}","[-44.24,43.99,-228.92000000000002]","[21.39859280766467,-3.454385776492373,64.13449176479699]",0.0,89032,coil_as_tip,thesis_trusted,True,
50,approach,True,ok,T09,T09,9,"[-8.0,0.0,8.0,0.0]","[-522,0,522,0]","{""5"":1609,""6"":2424,""7"":3154,""8"":1862}","{""5"":1897,""6"":2428,""7"":2892,""8"":1862}","{""5"":1673,""6"":2425,""7"":3152,""8"":1863}","[-31.88,43.54,-244.81]","[37.31443072590349,-4.199004499997706,51.8220652648354]",0.0,90600,coil_as_tip,thesis_trusted,True,
51,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":1673,""6"":2425,""7"":3152,""8"":1863}","{""5"":1881,""6"":2425,""7"":2894,""8"":1862}","[-43.63,42.300000000000004,-230.27]","[22.87066574772882,-1.8693327890918852,63.525141056039175]",0.0,92160,coil_as_tip,thesis_trusted,True,
52,approach,True,ok,T05,T05,5,"[4.0,0.0,-4.0,0.0]","[261,0,-261,0]","{""5"":2392,""6"":2424,""7"":2371,""8"":1862}","{""5"":1881,""6"":2426,""7"":2894,""8"":1862}","{""5"":2393,""6"":2426,""7"":2394,""8"":1863}","[-48.300000000000004,43.83,-195.64000000000001]","[-11.791623275026552,-0.8448959834136573,68.09273877630136]",0.0,93720,coil_as_tip,thesis_trusted,True,
53,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2393,""6"":2426,""7"":2394,""8"":1863}","{""5"":1900,""6"":2426,""7"":2892,""8"":1862}","[-44.53,42.57,-228.56]","[21.142876150956994,-2.0111531972791,64.42047902636583]",0.0,95304,coil_as_tip,thesis_trusted,True,
54,approach,True,ok,T16,T16,16,"[-5.656854249492373,5.656854249492388,5.656854249492373,-5.656854249492388]","[-369,369,369,-369]","{""5"":1762,""6"":2793,""7"":3001,""8"":1493}","{""5"":1900,""6"":2426,""7"":2892,""8"":1862}","{""5"":1795,""6"":2793,""7"":2999,""8"":1532}","[-34.47,67.84,-233.32]","[24.065664105717303,-27.584965907753293,54.426905390218636]",0.0,96872,coil_as_tip,thesis_trusted,True,
55,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":1795,""6"":2793,""7"":2999,""8"":1532}","{""5"":1880,""6"":2427,""7"":2894,""8"":1862}","[-43.6,44.13,-230.19]","[22.65674701022121,-3.6886010887099516,63.49865279924664]",0.0,98440,coil_as_tip,thesis_trusted,True,
56,approach,True,ok,T02,T02,2,"[-2.8284271247461903,-2.82842712474619,2.8284271247461903,2.82842712474619]","[-184,-184,184,184]","{""5"":1947,""6"":2240,""7"":2816,""8"":2046}","{""5"":1880,""6"":2427,""7"":2894,""8"":1862}","{""5"":1953,""6"":2265,""7"":2817,""8"":2047}","[-44.78,28.29,-222.08]","[15.726999535704834,12.7061563039952,64.62143059283427]",0.0,100016,coil_as_tip,thesis_trusted,True,
57,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":1953,""6"":2265,""7"":2817,""8"":2047}","{""5"":1898,""6"":2425,""7"":2892,""8"":1863}","[-44.33,40.79,-228.65]","[21.363764927019872,-0.24300560851899178,64.21710190628764]",0.0,101584,coil_as_tip,thesis_trusted,True,
58,approach,True,ok,T13,T13,13,"[8.0,0.0,-8.0,0.0]","[522,0,-522,0]","{""5"":2653,""6"":2424,""7"":2110,""8"":1862}","{""5"":1898,""6"":2425,""7"":2892,""8"":1863}","{""5"":2653,""6"":2425,""7"":2162,""8"":1862}","[-39.2,44.980000000000004,-175.9]","[-31.53643877700884,-0.5647514288354003,58.93501636179127]",0.0,103144,coil_as_tip,thesis_trusted,True,
59,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2653,""6"":2425,""7"":2162,""8"":1862}","{""5"":1901,""6"":2425,""7"":2892,""8"":1862}","[-44.68,41.86,-228.07]","[20.705839621671117,-1.2667906264680795,64.56752811764281]",0.0,104704,coil_as_tip,thesis_trusted,True,
60,approach,True,ok,T03,T03,3,"[0.0,-4.0,0.0,4.0]","[0,-261,0,261]","{""5"":2131,""6"":2163,""7"":2632,""8"":2123}","{""5"":1901,""6"":2425,""7"":2892,""8"":1862}","{""5"":2132,""6"":2197,""7"":2632,""8"":2124}","[-44.67,20.97,-209.59]","[3.8078943190421626,20.92217343102641,64.45835575585782]",0.038244539000061195,106264,coil_as_tip,thesis_trusted,True,
61,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2132,""6"":2197,""7"":2632,""8"":2124}","{""5"":1900,""6"":2425,""7"":2892,""8"":1865}","[-44.58,40.47,-228.22]","[20.95767322188115,0.10823488862703101,64.46513343690853]",0.0,107848,coil_as_tip,thesis_trusted,True,
