artifact_subdir,hidden_layers,model_key,model_label,test_loss,test_position_error_l2_max_mm,test_position_error_l2_mean_mm,test_position_error_l2_median_mm,test_position_error_l2_p95_mm,test_position_rmse_xy_mm,test_position_rmse_xyz_mm,test_position_rmse_z_mm,test_tangent_angular_error_mean_rad,test_tangent_angular_error_median_rad,training_wall_time_s,validation_loss_mean
linear_ridge_full_pose,[],linear_ridge_full_pose,linear_ridge,70.03336715698242,43.710319314355274,16.360509286062957,12.748943822910771,37.44639217963906,18.040778781080434,19.813603987198796,8.192020747877654,0.38961633049249933,0.2692041535392141,0.5532251670956612,57.45893859863281
ann_32_32,"[32, 32]",legacy_ann_ann_32_32,"ANN [32, 32]",63.711669921875,46.10792877386109,13.461471448891858,5.778872644978507,39.16171306534158,18.20366367079345,18.957002620558967,5.290990201891729,0.33105457730553994,0.11515290952496413,5.640455124899745,49.30874061584473
ann_64_64,"[64, 64]",legacy_ann_ann_64_64,"ANN [64, 64]",64.46576309204102,48.269002898023075,13.03444967372729,5.103740336069787,40.610032366385155,18.241721674283,19.049597583586333,5.488784788509395,0.3262421665358056,0.13055060077353073,5.627910624956712,49.64360427856445
ann_128_128,"[128, 128]",legacy_ann_ann_128_128,"ANN [128, 128]",63.11874961853027,48.02407883459082,12.495638032479155,4.683423993998276,40.3637996740658,18.094335075262876,18.866606913823553,5.342648652573587,0.30757666881095364,0.09091117217389147,5.610649874899536,48.19805335998535
