target_id,n_samples,XY_RMSE_mm,XYZ_RMSE_mm,max_deviation_mm,centroid_x_mm,centroid_y_mm,centroid_z_mm,analysis_mode
0,16,1.0130448284946811,1.023623885699723,1.4282945741775401,-0.6003869039579488,0.1615321607410931,69.99808523091241,legacy_style
1,16,1.7980353125264168,1.833603649579156,3.0978012615805413,20.75077024032488,-0.6000842113369518,65.65585044568398,legacy_style
2,16,1.289865504497003,1.3293845498011474,2.0497985800439054,13.990294325156247,14.409708072879802,65.97591423439204,legacy_style
3,16,2.109413020328587,2.133623586618553,3.167622395523957,0.5831686587084253,22.11169430860523,65.27098742212908,legacy_style
4,16,1.4199703228941325,1.4531805096924486,2.1841397405500365,-14.918139144965288,14.442872559766204,65.75052176753394,legacy_style
5,16,1.975343454875909,2.0116152946699315,3.5269698618289973,-22.55848941853028,0.6311743580414624,65.03807559819273,legacy_style
6,16,1.1322192380948584,1.1792481383809772,1.819936146716415,-14.671529178057312,-13.94044760038771,65.71909266402032,legacy_style
7,16,1.92043739429558,1.9509845271041975,3.5325995208910737,-0.17141496149889157,-21.59211151710435,65.25851297167392,legacy_style
8,16,1.1991143990580906,1.2341010772015388,1.790075286475407,12.946021573937012,-14.686034076804251,66.04591128011722,legacy_style
9,16,2.256832378188034,2.2640156352982648,3.956663929767729,37.12862665010819,-1.34159021252067,53.48878172237998,legacy_style
10,16,0.8649287282270732,0.9256598153479488,1.8168114668974311,24.355486131485655,25.398015889450225,55.541294931798916,legacy_style
11,16,2.222982735158861,2.228270594822362,4.690662016842614,1.4327726011419735,38.59981886132775,52.78214135166344,legacy_style
12,16,1.004952144771932,1.07943235950661,2.2743764598786322,-25.310175245174207,25.098213405611364,55.39219328144031,legacy_style
13,16,2.073306748758627,2.0814404942851477,3.6108022610979456,-39.028477937873696,0.29721818553223356,52.27488043920964,legacy_style
14,16,0.6761764040706545,0.7767686471852463,1.8680418808875832,-25.5152373431822,-24.879851247983822,55.22780554004504,legacy_style
15,16,1.772503696317169,1.7792622681184485,2.9821910202483544,-0.591035711408276,-38.4928172786149,53.19772896542708,legacy_style
16,16,0.6063074920184569,0.670846887803024,1.6033857000500622,23.229365461865804,-26.401831633095362,55.96892380899147,legacy_style
0,16,1.0130448284946811,1.023623885699723,1.4282945741775401,-0.6003869039579488,0.1615321607410931,69.99808523091241,thesis_strict
1,16,1.7980353125264168,1.833603649579156,3.0978012615805413,20.75077024032488,-0.6000842113369518,65.65585044568398,thesis_strict
2,16,1.289865504497003,1.3293845498011474,2.0497985800439054,13.990294325156247,14.409708072879802,65.97591423439204,thesis_strict
3,16,2.109413020328587,2.133623586618553,3.167622395523957,0.5831686587084253,22.11169430860523,65.27098742212908,thesis_strict
4,16,1.4199703228941325,1.4531805096924486,2.1841397405500365,-14.918139144965288,14.442872559766204,65.75052176753394,thesis_strict
5,16,1.975343454875909,2.0116152946699315,3.5269698618289973,-22.55848941853028,0.6311743580414624,65.03807559819273,thesis_strict
6,16,1.1322192380948584,1.1792481383809772,1.819936146716415,-14.671529178057312,-13.94044760038771,65.71909266402032,thesis_strict
7,16,1.92043739429558,1.9509845271041975,3.5325995208910737,-0.17141496149889157,-21.59211151710435,65.25851297167392,thesis_strict
8,16,1.1991143990580906,1.2341010772015388,1.790075286475407,12.946021573937012,-14.686034076804251,66.04591128011722,thesis_strict
9,16,2.256832378188034,2.2640156352982648,3.956663929767729,37.12862665010819,-1.34159021252067,53.48878172237998,thesis_strict
10,16,0.8649287282270732,0.9256598153479488,1.8168114668974311,24.355486131485655,25.398015889450225,55.541294931798916,thesis_strict
11,16,2.222982735158861,2.228270594822362,4.690662016842614,1.4327726011419735,38.59981886132775,52.78214135166344,thesis_strict
12,16,1.004952144771932,1.07943235950661,2.2743764598786322,-25.310175245174207,25.098213405611364,55.39219328144031,thesis_strict
13,16,2.073306748758627,2.0814404942851477,3.6108022610979456,-39.028477937873696,0.29721818553223356,52.27488043920964,thesis_strict
14,16,0.6761764040706545,0.7767686471852463,1.8680418808875832,-25.5152373431822,-24.879851247983822,55.22780554004504,thesis_strict
15,16,1.772503696317169,1.7792622681184485,2.9821910202483544,-0.591035711408276,-38.4928172786149,53.19772896542708,thesis_strict
16,16,0.6063074920184569,0.670846887803024,1.6033857000500622,23.229365461865804,-26.401831633095362,55.96892380899147,thesis_strict
