sample_index,phase,capture_accepted,accept_reject_reason,target_label,command_target_id,command_target_index,commanded_cable_displacement_mm,target_cable_deltas_ticks,resolved_servo_goal_ticks,servo_positions_before_command,servo_positions_after_command,raw_tracker_translation_mm,robot_tip_translation_mm,tracker_stale_age_s,tracker_frame_number,runtime_tip_mode,runtime_tip_trust_level,runtime_telemetry_ok,runtime_telemetry_failure_code
10,approach,True,ok,T03,T03,3,"[0.0,-4.0,0.0,4.0]","[0,-261,0,261]","{""5"":2125,""6"":2155,""7"":2494,""8"":2104}","{""5"":2127,""6"":2417,""7"":2500,""8"":1848}","{""5"":2126,""6"":2186,""7"":2495,""8"":2104}","[-44.54,21.26,-207.74]","[2.085347868490686,21.94273209350608,65.36872959415216]",0.0,13820088,coil_as_tip,thesis_trusted,True,
11,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2125,""6"":2416,""7"":2494,""8"":1843}","{""5"":2126,""6"":2186,""7"":2495,""8"":2104}","{""5"":2127,""6"":2417,""7"":2497,""8"":1849}","[-49.31,42.07,-206.84]","[-0.23929708068206423,1.2545203792903692,70.18670862358698]",0.036993458998040296,13821824,coil_as_tip,thesis_trusted,True,
12,approach,True,ok,T04,T04,4,"[2.82842712474619,-2.8284271247461903,-2.82842712474619,2.8284271247461903]","[184,-184,-184,184]","{""5"":2309,""6"":2232,""7"":2310,""8"":2027}","{""5"":2127,""6"":2417,""7"":2497,""8"":1849}","{""5"":2308,""6"":2252,""7"":2334,""8"":2028}","[-45.230000000000004,29.45,-192.17000000000002]","[-14.00476941019042,14.823391099525246,66.00135094196739]",0.0,13823576,coil_as_tip,thesis_trusted,True,
13,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2125,""6"":2416,""7"":2494,""8"":1843}","{""5"":2308,""6"":2252,""7"":2334,""8"":2028}","{""5"":2129,""6"":2417,""7"":2495,""8"":1849}","[-49.11,42.230000000000004,-206.27]","[-0.8178181845015615,1.1327532209083842,69.9842584035944]",0.0,13825296,coil_as_tip,thesis_trusted,True,
14,approach,True,ok,T12,T12,12,"[5.6568542494923735,-5.656854249492387,-5.6568542494923735,5.656854249492387]","[369,-369,-369,369]","{""5"":2494,""6"":2047,""7"":2125,""8"":2212}","{""5"":2129,""6"":2417,""7"":2495,""8"":1849}","{""5"":2494,""6"":2082,""7"":2166,""8"":2213}","[-34.730000000000004,19.66,-180.31]","[-25.126543247109254,25.360864713260685,55.41733012942844]",0.03868686000350863,13827008,coil_as_tip,thesis_trusted,True,
15,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2125,""6"":2416,""7"":2494,""8"":1843}","{""5"":2494,""6"":2082,""7"":2166,""8"":2213}","{""5"":2129,""6"":2417,""7"":2495,""8"":1849}","[-48.96,42.160000000000004,-205.89000000000001]","[-1.1915020199009234,1.2277912326046874,69.8321789260373]",0.0,13828736,coil_as_tip,thesis_trusted,True,
16,approach,True,ok,T14,T14,14,"[5.656854249492377,5.656854249492383,-5.656854249492377,-5.656854249492383]","[369,369,-369,-369]","{""5"":2494,""6"":2785,""7"":2125,""8"":1474}","{""5"":2129,""6"":2417,""7"":2495,""8"":1849}","{""5"":2494,""6"":2785,""7"":2162,""8"":1513}","[-34.49,69.10000000000001,-183.28]","[-25.496969153579983,-24.167357951209212,55.317108642174254]",0.03810054700443288,13830464,coil_as_tip,thesis_trusted,True,
17,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2125,""6"":2416,""7"":2494,""8"":1843}","{""5"":2495,""6"":2785,""7"":2162,""8"":1513}","{""5"":2130,""6"":2420,""7"":2495,""8"":1845}","[-48.86,43.730000000000004,-205.72]","[-1.4665280916745473,-0.3274495802188966,69.7352940770019]",0.035986612005217467,13832184,coil_as_tip,thesis_trusted,True,
18,approach,True,ok,T08,T08,8,"[-2.8284271247461894,2.8284271247461907,2.8284271247461894,-2.8284271247461907]","[-184,184,184,-184]","{""5"":1941,""6"":2600,""7"":2678,""8"":1659}","{""5"":2130,""6"":2420,""7"":2495,""8"":1844}","{""5"":1961,""6"":2601,""7"":2677,""8"":1678}","[-45.14,56.79,-220.52]","[12.436653295505295,-14.366379009876198,66.12253781837086]",0.0,13833912,coil_as_tip,thesis_trusted,True,
19,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2125,""6"":2416,""7"":2494,""8"":1843}","{""5"":1961,""6"":2601,""7"":2677,""8"":1678}","{""5"":2127,""6"":2421,""7"":2499,""8"":1844}","[-48.980000000000004,43.81,-206.5]","[-0.6942894743378076,-0.4595257052314565,69.85940457251087]",0.03953200500109233,13835640,coil_as_tip,thesis_trusted,True,
20,approach,True,ok,T09,T09,9,"[-8.0,0.0,8.0,0.0]","[-522,0,522,0]","{""5"":1603,""6"":2416,""7"":3016,""8"":1843}","{""5"":2127,""6"":2421,""7"":2499,""8"":1844}","{""5"":1666,""6"":2417,""7"":3015,""8"":1844}","[-32.39,42.37,-244.15]","[37.046808213305894,-1.6092678317604907,53.4547760069438]",0.0,13837376,coil_as_tip,thesis_trusted,True,
21,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2125,""6"":2416,""7"":2494,""8"":1843}","{""5"":1665,""6"":2417,""7"":3015,""8"":1844}","{""5"":2126,""6"":2418,""7"":2500,""8"":1845}","[-49.33,43.31,-207.77]","[0.6048379328303213,-0.04531174856909104,70.2145028378555]",0.036525016999803483,13839112,coil_as_tip,thesis_trusted,True,
22,approach,True,ok,T05,T05,5,"[4.0,0.0,-4.0,0.0]","[261,0,-261,0]","{""5"":2386,""6"":2416,""7"":2233,""8"":1843}","{""5"":2126,""6"":2418,""7"":2500,""8"":1845}","{""5"":2386,""6"":2417,""7"":2264,""8"":1844}","[-44.49,44.53,-185.07]","[-22.10210530011662,0.25447693616446543,65.26386088349938]",0.0,13840840,coil_as_tip,thesis_trusted,True,
23,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2125,""6"":2416,""7"":2494,""8"":1843}","{""5"":2386,""6"":2417,""7"":2264,""8"":1844}","{""5"":2130,""6"":2418,""7"":2495,""8"":1845}","[-49.1,43.38,-206.02]","[-1.1447664561598003,0.0022068333276052954,69.97591015900502]",0.03884978499991121,13842568,coil_as_tip,thesis_trusted,True,
24,approach,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":2130,""6"":2418,""7"":2495,""8"":1845}","{""5"":1894,""6"":2417,""7"":2754,""8"":1844}","[-44.87,42.44,-227.47]","[20.339972932234105,-0.5185712534633709,65.85113578976816]",0.0,13844320,coil_as_tip,thesis_trusted,True,
25,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2125,""6"":2416,""7"":2494,""8"":1843}","{""5"":1894,""6"":2417,""7"":2754,""8"":1844}","{""5"":2126,""6"":2418,""7"":2500,""8"":1846}","[-49.34,43.26,-207.3]","[0.13923806565890118,0.036298627034675235,70.22202017007933]",0.037011922999226954,13846056,coil_as_tip,thesis_trusted,True,
26,approach,True,ok,T07,T07,7,"[0.0,4.0,0.0,-4.0]","[0,261,0,-261]","{""5"":2125,""6"":2677,""7"":2494,""8"":1582}","{""5"":2126,""6"":2418,""7"":2500,""8"":1845}","{""5"":2126,""6"":2678,""7"":2495,""8"":1613}","[-44.52,64.55,-209.38]","[0.8017283891713305,-21.359195122571833,65.46630216100843]",0.03714060800120933,13847768,coil_as_tip,thesis_trusted,True,
27,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2125,""6"":2416,""7"":2494,""8"":1843}","{""5"":2126,""6"":2678,""7"":2495,""8"":1613}","{""5"":2127,""6"":2421,""7"":2497,""8"":1844}","[-49.07,43.97,-206.73000000000002]","[-0.47604299157688956,-0.6344142746525065,69.95096035358644]",0.0,13849520,coil_as_tip,thesis_trusted,True,
28,approach,True,ok,T16,T16,16,"[-5.656854249492373,5.656854249492388,5.656854249492373,-5.656854249492388]","[-369,369,369,-369]","{""5"":1756,""6"":2785,""7"":2863,""8"":1474}","{""5"":2127,""6"":2421,""7"":2497,""8"":1844}","{""5"":1789,""6"":2785,""7"":2861,""8"":1512}","[-34.76,67.88,-232.51]","[23.701323293487576,-26.269337422865135,55.830823148054094]",0.03980596799374325,13851256,coil_as_tip,thesis_trusted,True,
29,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2125,""6"":2416,""7"":2494,""8"":1843}","{""5"":1789,""6"":2785,""7"":2861,""8"":1512}","{""5"":2127,""6"":2421,""7"":2500,""8"":1845}","[-49.01,43.97,-207.23000000000002]","[0.02310233291123609,-0.6683047373086453,69.89346790553799]",0.0,13853000,coil_as_tip,thesis_trusted,True,
30,approach,True,ok,T13,T13,13,"[8.0,0.0,-8.0,0.0]","[522,0,-522,0]","{""5"":2647,""6"":2416,""7"":1972,""8"":1843}","{""5"":2127,""6"":2421,""7"":2500,""8"":1845}","{""5"":2646,""6"":2417,""7"":2039,""8"":1844}","[-31.46,47.160000000000004,-168.37]","[-38.87832002076266,-1.2805562461922122,52.15698891586944]",0.0,13854736,coil_as_tip,thesis_trusted,True,
31,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2125,""6"":2416,""7"":2494,""8"":1843}","{""5"":2646,""6"":2417,""7"":2039,""8"":1844}","{""5"":2130,""6"":2418,""7"":2495,""8"":1845}","[-49.0,43.61,-205.33]","[-1.8482175915911796,-0.1810222943359534,69.8730335978459]",0.0388691199987079,13856448,coil_as_tip,thesis_trusted,True,
32,approach,True,ok,T04,T04,4,"[2.82842712474619,-2.8284271247461903,-2.82842712474619,2.8284271247461903]","[184,-184,-184,184]","{""5"":2309,""6"":2232,""7"":2310,""8"":2027}","{""5"":2130,""6"":2418,""7"":2495,""8"":1845}","{""5"":2309,""6"":2255,""7"":2330,""8"":2028}","[-45.06,30.54,-190.88]","[-15.364516893757099,13.822385974338424,65.82763991674491]",0.0,13858184,coil_as_tip,thesis_trusted,True,
33,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":2309,""6"":2255,""7"":2330,""8"":2028}","{""5"":1894,""6"":2417,""7"":2754,""8"":1844}","[-45.01,41.51,-227.11]","[20.042850221250006,0.43398559065828124,65.98697964621536]",0.0,13859904,coil_as_tip,thesis_trusted,True,
34,approach,True,ok,T08,T08,8,"[-2.8284271247461894,2.8284271247461907,2.8284271247461894,-2.8284271247461907]","[-184,184,184,-184]","{""5"":1941,""6"":2600,""7"":2678,""8"":1659}","{""5"":1894,""6"":2417,""7"":2754,""8"":1844}","{""5"":1949,""6"":2601,""7"":2679,""8"":1680}","[-44.99,56.53,-221.70000000000002]","[13.632214154310958,-14.186977473833608,65.97779901307851]",0.038011290998838376,13861624,coil_as_tip,thesis_trusted,True,
35,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":1949,""6"":2601,""7"":2679,""8"":1680}","{""5"":1891,""6"":2418,""7"":2754,""8"":1844}","[-44.75,43.86,-227.79]","[20.56403949717486,-1.9572559084510743,65.73632883014221]",0.0,13863360,coil_as_tip,thesis_trusted,True,
36,approach,True,ok,T14,T14,14,"[5.656854249492377,5.656854249492383,-5.656854249492377,-5.656854249492383]","[369,369,-369,-369]","{""5"":2494,""6"":2785,""7"":2125,""8"":1474}","{""5"":1891,""6"":2418,""7"":2754,""8"":1844}","{""5"":2495,""6"":2785,""7"":2166,""8"":1509}","[-34.37,70.52,-183.4]","[-25.472444764075874,-25.592555021914393,55.2012990399265]",0.03536174500186462,13865112,coil_as_tip,thesis_trusted,True,
37,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":2495,""6"":2785,""7"":2166,""8"":1509}","{""5"":1893,""6"":2418,""7"":2754,""8"":1844}","[-44.89,44.31,-227.53]","[20.27360523389487,-2.38829559760142,65.87615988924637]",0.03877432399895042,13866832,coil_as_tip,thesis_trusted,True,
38,approach,True,ok,T12,T12,12,"[5.6568542494923735,-5.656854249492387,-5.6568542494923735,5.656854249492387]","[369,-369,-369,369]","{""5"":2494,""6"":2047,""7"":2125,""8"":2212}","{""5"":1893,""6"":2418,""7"":2754,""8"":1844}","{""5"":2495,""6"":2082,""7"":2166,""8"":2213}","[-34.89,19.75,-180.48]","[-24.96377603400279,25.260062861166713,55.578407194685965]",0.0,13868560,coil_as_tip,thesis_trusted,True,
39,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":2495,""6"":2082,""7"":2166,""8"":2213}","{""5"":1894,""6"":2417,""7"":2754,""8"":1845}","[-44.97,40.65,-227.09]","[20.08109728300846,1.2932586792159313,65.94470765137903]",0.0,13870296,coil_as_tip,thesis_trusted,True,
40,approach,True,ok,T07,T07,7,"[0.0,4.0,0.0,-4.0]","[0,261,0,-261]","{""5"":2125,""6"":2677,""7"":2494,""8"":1582}","{""5"":1894,""6"":2417,""7"":2753,""8"":1845}","{""5"":2126,""6"":2678,""7"":2495,""8"":1612}","[-44.5,64.56,-209.88]","[1.3000059445109855,-21.40294844437105,65.44883434270503]",0.0,13872024,coil_as_tip,thesis_trusted,True,
41,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":2126,""6"":2678,""7"":2495,""8"":1612}","{""5"":1892,""6"":2418,""7"":2754,""8"":1844}","[-44.83,43.81,-227.71]","[20.487208671892375,-1.901746236590057,65.81580021251534]",0.03716947900102241,13873760,coil_as_tip,thesis_trusted,True,
42,approach,True,ok,T06,T06,6,"[2.8284271247461907,2.82842712474619,-2.8284271247461907,-2.82842712474619]","[184,184,-184,-184]","{""5"":2309,""6"":2600,""7"":2310,""8"":1659}","{""5"":1892,""6"":2418,""7"":2754,""8"":1844}","{""5"":2309,""6"":2601,""7"":2333,""8"":1674}","[-44.97,58.43,-194.14000000000001]","[-13.992758250219282,-14.224112344519057,65.82443457677981]",0.0,13875504,coil_as_tip,thesis_trusted,True,
43,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":2309,""6"":2601,""7"":2333,""8"":1674}","{""5"":1893,""6"":2418,""7"":2754,""8"":1844}","[-44.89,43.980000000000004,-227.49]","[20.255955690984848,-2.056350686126706,65.87512578040011]",0.0,13877248,coil_as_tip,thesis_trusted,True,
44,approach,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2125,""6"":2416,""7"":2494,""8"":1843}","{""5"":1893,""6"":2418,""7"":2754,""8"":1844}","{""5"":2126,""6"":2419,""7"":2500,""8"":1845}","[-49.35,43.4,-207.11]","[-0.05981848170026183,-0.09054029710696909,70.23142114215901]",0.0,13879008,coil_as_tip,thesis_trusted,True,
45,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":2126,""6"":2419,""7"":2500,""8"":1845}","{""5"":1894,""6"":2417,""7"":2754,""8"":1844}","[-44.95,43.13,-227.53]","[20.352907750329393,-1.2108152300470252,65.93317826269833]",0.03643607500271173,13880752,coil_as_tip,thesis_trusted,True,
46,approach,True,ok,T11,T11,11,"[0.0,-8.0,0.0,8.0]","[0,-522,0,522]","{""5"":2125,""6"":1894,""7"":2494,""8"":2365}","{""5"":1894,""6"":2417,""7"":2754,""8"":1844}","{""5"":2126,""6"":1958,""7"":2495,""8"":2364}","[-32.04,4.57,-206.75]","[2.2837673298408845,38.62570247547891,52.82180451461275]",0.0,13882488,coil_as_tip,thesis_trusted,True,
47,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":2126,""6"":1958,""7"":2495,""8"":2365}","{""5"":1892,""6"":2417,""7"":2754,""8"":1848}","[-44.71,39.99,-227.48000000000002]","[20.515978481682595,1.924709503985433,65.68499974056832]",0.0,13884232,coil_as_tip,thesis_trusted,True,
48,approach,True,ok,T15,T15,15,"[0.0,8.0,0.0,-8.0]","[0,522,0,-522]","{""5"":2125,""6"":2938,""7"":2494,""8"":1321}","{""5"":1892,""6"":2417,""7"":2754,""8"":1848}","{""5"":2126,""6"":2939,""7"":2495,""8"":1388}","[-32.18,81.62,-211.23000000000002]","[1.5557215917380347,-38.55029728769928,53.178889878569386]",0.0,13885960,coil_as_tip,thesis_trusted,True,
49,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":2126,""6"":2939,""7"":2495,""8"":1388}","{""5"":1890,""6"":2419,""7"":2754,""8"":1844}","[-44.62,44.43,-228.11]","[20.845487886585374,-2.5479076761107677,65.60937492725334]",0.0,13887720,coil_as_tip,thesis_trusted,True,
50,approach,True,ok,T09,T09,9,"[-8.0,0.0,8.0,0.0]","[-522,0,522,0]","{""5"":1603,""6"":2416,""7"":3016,""8"":1843}","{""5"":1890,""6"":2419,""7"":2754,""8"":1844}","{""5"":1664,""6"":2417,""7"":3015,""8"":1844}","[-32.27,43.79,-244.56]","[37.36066875719314,-3.054021899675327,53.34042023649766]",0.0,13889456,coil_as_tip,thesis_trusted,True,
51,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":1664,""6"":2417,""7"":3015,""8"":1844}","{""5"":1874,""6"":2417,""7"":2756,""8"":1844}","[-43.92,42.93,-229.67000000000002]","[22.5064756397409,-1.15853262314954,64.9134175678725]",0.03805566200026078,13891200,coil_as_tip,thesis_trusted,True,
52,approach,True,ok,T05,T05,5,"[4.0,0.0,-4.0,0.0]","[261,0,-261,0]","{""5"":2386,""6"":2416,""7"":2233,""8"":1843}","{""5"":1874,""6"":2417,""7"":2756,""8"":1844}","{""5"":2387,""6"":2417,""7"":2264,""8"":1844}","[-44.7,45.09,-185.26]","[-21.951327499602456,-0.31645886355276787,65.47622464564665]",0.0,13892944,coil_as_tip,thesis_trusted,True,
53,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":2387,""6"":2417,""7"":2264,""8"":1844}","{""5"":1893,""6"":2418,""7"":2754,""8"":1844}","[-44.79,42.910000000000004,-227.67000000000002]","[20.508199563643842,-1.0012156144989177,65.77332691337782]",0.0,13894688,coil_as_tip,thesis_trusted,True,
54,approach,True,ok,T16,T16,16,"[-5.656854249492373,5.656854249492388,5.656854249492373,-5.656854249492388]","[-369,369,369,-369]","{""5"":1756,""6"":2785,""7"":2863,""8"":1474}","{""5"":1893,""6"":2418,""7"":2754,""8"":1844}","{""5"":1787,""6"":2785,""7"":2861,""8"":1514}","[-34.660000000000004,68.08,-232.6]","[23.77811017791163,-26.47523654790156,55.73178111309074]",0.0,13896448,coil_as_tip,thesis_trusted,True,
55,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":1787,""6"":2785,""7"":2861,""8"":1514}","{""5"":1874,""6"":2419,""7"":2756,""8"":1844}","[-43.910000000000004,44.64,-229.43]","[22.151731811341477,-2.848476241417792,64.90653401596046]",0.036576518999936525,13898176,coil_as_tip,thesis_trusted,True,
56,approach,True,ok,T02,T02,2,"[-2.8284271247461903,-2.82842712474619,2.8284271247461903,2.82842712474619]","[-184,-184,184,184]","{""5"":1941,""6"":2232,""7"":2678,""8"":2027}","{""5"":1874,""6"":2419,""7"":2756,""8"":1844}","{""5"":1947,""6"":2257,""7"":2679,""8"":2028}","[-45.1,28.97,-221.16]","[14.951873575902255,13.346899471480135,66.01547355788965]",0.03901771300297696,13899928,coil_as_tip,thesis_trusted,True,
57,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":1947,""6"":2257,""7"":2679,""8"":2028}","{""5"":1891,""6"":2417,""7"":2754,""8"":1845}","[-44.64,41.09,-227.92000000000002]","[20.88111316059812,0.7973454175616723,65.61998525837245]",0.0,13901680,coil_as_tip,thesis_trusted,True,
58,approach,True,ok,T13,T13,13,"[8.0,0.0,-8.0,0.0]","[522,0,-522,0]","{""5"":2647,""6"":2416,""7"":1972,""8"":1843}","{""5"":1891,""6"":2417,""7"":2754,""8"":1845}","{""5"":2647,""6"":2417,""7"":2038,""8"":1844}","[-31.720000000000002,46.38,-168.24]","[-38.95666668004995,-0.4928250267403911,52.41436282068392]",0.037943051000183914,13903416,coil_as_tip,thesis_trusted,True,
59,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":2647,""6"":2417,""7"":2039,""8"":1844}","{""5"":1893,""6"":2417,""7"":2754,""8"":1844}","[-44.92,42.37,-227.35]","[20.224727638580845,-0.44049542816814835,65.90035659629595]",0.0,13905152,coil_as_tip,thesis_trusted,True,
60,approach,True,ok,T03,T03,3,"[0.0,-4.0,0.0,4.0]","[0,-261,0,261]","{""5"":2125,""6"":2155,""7"":2494,""8"":2104}","{""5"":1893,""6"":2417,""7"":2754,""8"":1844}","{""5"":2126,""6"":2186,""7"":2497,""8"":2104}","[-44.63,21.45,-207.70000000000002]","[2.032188878759598,21.756120181537483,65.45900758771757]",0.0,13906880,coil_as_tip,thesis_trusted,True,
61,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1864,""6"":2416,""7"":2755,""8"":1843}","{""5"":2126,""6"":2186,""7"":2497,""8"":2104}","{""5"":1893,""6"":2417,""7"":2754,""8"":1846}","[-44.93,40.62,-227.31]","[20.30281046890559,1.3082395832008586,65.90573540849846]",0.0,13908616,coil_as_tip,thesis_trusted,True,
