model_key,label,status,reason,sample_count,position_rmse_mm,mean_position_error_mm,max_position_error_mm,tangent_mean_error_deg,tangent_rmse_deg,tangent_max_error_deg,axis_position_rmse_mm,axis_tangent_rmse
mike,Mike,completed,,139,16.38193728467997,15.830867255560694,27.77917745101585,152.96872822795882,153.10030274757685,167.15294985465576,"[5.799483755971955, 15.043420999724496, 2.9033329103727215]","[0.19565402638444124, 0.4430449314632938, 1.8804613572046684]"
camarillo,Camarillo,completed,,139,16.385070402957073,15.83291095311579,27.793147030305732,152.96547148211465,153.0974104809026,167.15294985465576,"[5.805309627900047, 15.044541829618245, 2.903562186511212]","[0.1954544277742767, 0.4429901084778596, 1.8804735759250224]"
ann,ANN,completed,,139,19.22914367256955,18.87749620329919,28.818596034570533,151.88011488809423,151.9757541080399,165.19272858091776,"[5.210995712938486, 17.482340362951327, 6.080564570332367]","[0.30108318117768423, 0.47243535798338115, 1.8841114521537776]"
