model_key,label,status,reason,sample_count,position_rmse_mm,mean_position_error_mm,max_position_error_mm,tangent_mean_error_deg,tangent_rmse_deg,tangent_max_error_deg,axis_position_rmse_mm,axis_tangent_rmse
mike,Mike,completed,,27,20.303297810381345,18.979682398746004,30.329286346911868,29.848322752666537,32.55314486041384,51.049833246244205,"[12.087669223651721, 15.708240694330362, 4.400378279830319]","[0.3040415677921026, 0.3796789281477695, 0.27173847125521783]"
camarillo,Camarillo,completed,,27,20.34293177976305,19.016181853772643,30.379653547121286,29.915375336594114,32.62563686871124,51.14105000993831,"[12.115839984247774, 15.736949048870326, 4.40337705692524]","[0.3049193946716337, 0.38056930407945827, 0.27196017115587934]"
ann,ANN,completed,,27,10.899787595858072,10.113293308449661,15.943247636306404,6.079651063027804,7.179039912705586,18.2170806841513,"[4.189120384774979, 3.446276297707891, 9.454090105163003]","[0.08261426375367083, 0.05458426651315727, 0.10559464010328065]"
