model_key,label,phase,sample_count,position_rmse_mm,mean_position_error_mm,tangent_mean_error_deg
mike,Mike,final_neutral,1.0,6.375989931568292,6.375989931568292,3.5206086065178184
mike,Mike,workspace_capture,26.0,20.65224154883073,19.46443980132976,30.860927142903027
camarillo,Camarillo,final_neutral,1.0,6.375989931568292,6.375989931568292,3.5206086065178184
camarillo,Camarillo,workspace_capture,26.0,20.692704338715668,19.502343081549732,30.930558672366278
ann,ANN,final_neutral,1.0,15.708858417034575,15.708858417034575,6.904800099717657
ann,ANN,workspace_capture,26.0,10.671631602188873,9.89807926581178,6.047914561616656
