tool_id,qw,qx,qy,qz,x,y,z
0B,0.413444138,-0.580361957,0.506154035,-0.485851867,79.970000000,-8.950000000,-237.560000000
0B,0.413137535,-0.580352727,0.505845958,-0.486444195,79.980000000,-8.950000000,-237.580000000
0B,0.412950030,-0.580470325,0.505561250,-0.486758972,79.990000000,-8.940000000,-237.600000000
0B,0.412953896,-0.580375747,0.505565983,-0.486863542,79.990000000,-8.930000000,-237.600000000
0B,0.412662436,-0.580487829,0.505376464,-0.487173710,79.980000000,-8.940000000,-237.610000000
0B,0.412643807,-0.580461622,0.505153627,-0.487451748,79.980000000,-8.930000000,-237.630000000
0B,0.412832974,-0.580346354,0.505240355,-0.487338925,79.990000000,-8.920000000,-237.640000000
0B,0.412942990,-0.580160398,0.505352610,-0.487350736,80.000000000,-8.920000000,-237.640000000
0B,0.413038235,-0.579753667,0.505746817,-0.487345113,79.980000000,-8.910000000,-237.620000000
0B,0.413932897,-0.577545899,0.507640344,-0.487238722,80.070000000,-8.860000000,-237.560000000
0B,0.413957397,-0.574279627,0.511570932,-0.486967520,79.980000000,-8.720000000,-237.590000000
0B,0.413046712,-0.573564865,0.512357943,-0.487755161,80.010000000,-8.580000000,-237.660000000
0B,0.410521974,-0.569430480,0.516527648,-0.490326245,79.990000000,-8.470000000,-237.650000000
0B,0.405534871,-0.566448708,0.519144641,-0.495142577,79.960000000,-8.150000000,-237.620000000
0B,0.401432009,-0.566845199,0.518841371,-0.498339737,80.010000000,-8.030000000,-237.640000000
0B,0.392629651,-0.566442777,0.519539234,-0.505038139,80.010000000,-7.840000000,-237.540000000
0B,0.383350899,-0.562974748,0.521969304,-0.513468175,80.090000000,-7.350000000,-237.420000000
0B,0.377738146,-0.561556709,0.523552871,-0.517552265,80.060000000,-7.150000000,-237.470000000
0B,0.361722509,-0.559634824,0.524332628,-0.530132989,80.110000000,-6.690000000,-237.390000000
0B,0.343251220,-0.556182994,0.522277935,-0.547781741,80.130000000,-6.200000000,-237.550000000
0B,0.335132900,-0.555454529,0.520751122,-0.554954480,80.240000000,-5.910000000,-237.740000000
0B,0.334227498,-0.559346019,0.518342646,-0.553845567,80.230000000,-6.010000000,-237.570000000
0B,0.334126888,-0.564545431,0.517241624,-0.549644232,80.170000000,-6.300000000,-237.280000000
0B,0.330933721,-0.558756935,0.524453439,-0.550656109,80.210000000,-5.890000000,-237.280000000
0B,0.326341358,-0.549169598,0.533467608,-0.554370257,80.320000000,-5.260000000,-237.250000000
0B,0.321440930,-0.546769622,0.535568196,-0.557570997,80.290000000,-5.110000000,-237.270000000
0B,0.315825294,-0.547743868,0.538143099,-0.557344637,80.360000000,-4.940000000,-237.240000000
0B,0.314931366,-0.553655141,0.543254105,-0.546954474,80.330000000,-4.960000000,-236.740000000
0B,0.315833914,-0.555959699,0.547458787,-0.539857970,80.320000000,-5.040000000,-236.430000000
0B,0.310525396,-0.559345745,0.554745369,-0.531943504,80.320000000,-4.990000000,-235.950000000
0B,0.301635784,-0.563966905,0.561766644,-0.524762254,80.360000000,-4.770000000,-235.450000000
0B,0.287926152,-0.575652286,0.571751932,-0.508746209,80.450000000,-4.770000000,-234.490000000
0B,0.282720369,-0.594342821,0.580241805,-0.479734564,80.560000000,-5.010000000,-233.190000000
0B,0.292507330,-0.609915285,0.583114613,-0.449911275,80.570000000,-6.000000000,-232.330000000
0B,0.317233586,-0.619565594,0.586362079,-0.414343867,80.550000000,-6.870000000,-231.920000000
0B,0.341634596,-0.628863682,0.580858821,-0.387839275,80.600000000,-8.170000000,-231.910000000
0B,0.355030475,-0.630454117,0.577949610,-0.377432398,80.610000000,-8.560000000,-231.830000000
0B,0.379733238,-0.627154894,0.573850228,-0.364931942,80.380000000,-9.350000000,-232.580000000
0B,0.405848674,-0.618974235,0.570368406,-0.356142713,80.550000000,-9.920000000,-233.250000000
0B,0.434828584,-0.621240839,0.556636592,-0.339322306,80.500000000,-10.800000000,-233.910000000
0B,0.450640726,-0.620756100,0.550449746,-0.329529781,80.480000000,-11.440000000,-234.300000000
0B,0.480563193,-0.610080225,0.542971400,-0.319442006,80.500000000,-11.960000000,-235.190000000
0B,0.503058484,-0.597169425,0.535362239,-0.322037439,80.400000000,-12.290000000,-236.290000000
0B,0.513246376,-0.588253154,0.533448202,-0.325529415,80.480000000,-12.140000000,-236.790000000
0B,0.524855139,-0.559358764,0.517954414,-0.378639778,80.190000000,-11.430000000,-238.560000000
0B,0.512255145,-0.528156857,0.510554962,-0.444947899,80.260000000,-9.960000000,-239.970000000
0B,0.496251816,-0.506352871,0.506752913,-0.490451211,80.400000000,-8.830000000,-240.720000000
0B,0.487747063,-0.495547815,0.507048925,-0.509349147,80.510000000,-8.190000000,-241.080000000
0B,0.470141459,-0.480342358,0.512345181,-0.534547138,80.710000000,-6.960000000,-241.360000000
