tool_id,qw,qx,qy,qz,x,y,z
0B,0.013201384,-0.696172980,0.220723139,-0.682971596,79.550000000,-77.900000000,-298.330000000
0B,0.017000959,-0.695039194,0.224112638,-0.682938512,79.450000000,-78.080000000,-298.240000000
0B,0.017801467,-0.695357307,0.223618429,-0.682756268,79.460000000,-78.120000000,-298.270000000
0B,0.017901821,-0.695370730,0.223222705,-0.682869458,79.450000000,-78.130000000,-298.240000000
0B,0.015801875,-0.695682569,0.218025877,-0.684281215,79.490000000,-78.030000000,-298.260000000
0B,0.018501468,-0.695155149,0.220817518,-0.683854252,79.410000000,-78.240000000,-298.210000000
0B,0.018601811,-0.695167664,0.220421455,-0.683966574,79.420000000,-78.260000000,-298.220000000
0B,0.018601811,-0.695167664,0.220421455,-0.683966574,79.430000000,-78.290000000,-298.230000000
0B,0.021300975,-0.694831789,0.224410267,-0.682931245,79.460000000,-78.150000000,-298.270000000
0B,0.021500484,-0.694515630,0.224505053,-0.683215376,79.520000000,-78.220000000,-298.300000000
0B,0.020602448,-0.695082595,0.222626454,-0.683281192,79.430000000,-78.290000000,-298.300000000
0B,0.028103634,-0.693189635,0.227329396,-0.683388368,79.360000000,-78.420000000,-298.280000000
0B,0.030003227,-0.692374458,0.222023877,-0.685873759,79.550000000,-78.620000000,-298.590000000
0B,0.031901389,-0.692130136,0.221109627,-0.686329883,79.500000000,-78.690000000,-298.220000000
0B,0.035401804,-0.692635291,0.217711093,-0.686734990,79.390000000,-78.750000000,-298.470000000
0B,0.039102735,-0.694348571,0.211814817,-0.686648033,79.470000000,-79.090000000,-298.530000000
0B,0.041203668,-0.695961961,0.208318546,-0.685961070,79.350000000,-79.290000000,-298.790000000
0B,0.040802872,-0.701849394,0.197613908,-0.683148078,79.380000000,-79.610000000,-298.410000000
0B,0.039502717,-0.710148839,0.183212600,-0.678646672,79.350000000,-80.090000000,-298.130000000
0B,0.037002243,-0.714243295,0.176210681,-0.676340998,79.250000000,-80.190000000,-298.000000000
0B,0.028602005,-0.720650530,0.166311661,-0.672447150,79.440000000,-80.250000000,-297.500000000
0B,0.019202042,-0.723076889,0.166317685,-0.670171263,79.350000000,-79.820000000,-297.610000000
0B,0.007800869,-0.725180826,0.166518560,-0.668074461,79.330000000,-79.560000000,-297.230000000
0B,0.023101409,0.730644549,-0.165310079,0.662040366,79.710000000,-78.630000000,-296.560000000
0B,0.052905136,0.733871244,-0.164015923,0.657063788,79.780000000,-78.010000000,-296.160000000
0B,0.067205973,0.733265172,-0.163914569,0.656458345,79.680000000,-77.630000000,-296.010000000
0B,0.081509244,0.724782199,-0.179120314,0.660274883,79.810000000,-76.560000000,-296.150000000
0B,0.071506772,0.710567297,-0.211520033,0.667263196,79.820000000,-76.050000000,-296.460000000
0B,0.066406081,0.703364414,-0.222420369,0.671861529,79.840000000,-75.700000000,-296.860000000
0B,0.060003892,0.690244767,-0.230814970,0.683144307,79.840000000,-75.720000000,-297.360000000
0B,0.051504866,0.677664022,-0.229121646,0.696865836,79.830000000,-75.850000000,-298.040000000
0B,0.045004955,0.670673842,-0.226224908,0.704977619,79.780000000,-76.150000000,-298.610000000
0B,0.022601597,0.650445959,-0.221615659,0.726151308,79.720000000,-76.890000000,-299.650000000
0B,0.007100776,-0.628268617,0.210723014,-0.748881790,79.610000000,-77.720000000,-301.190000000
0B,0.024501795,-0.619345366,0.205115024,-0.757455482,79.550000000,-78.000000000,-301.860000000
0B,0.048402840,-0.614136035,0.194811431,-0.763244785,79.690000000,-79.020000000,-302.040000000
0B,0.064302277,-0.621622012,0.183806509,-0.758726867,79.670000000,-79.660000000,-302.360000000
0B,0.066606675,-0.630163155,0.177017741,-0.753075473,79.720000000,-80.090000000,-302.120000000
0B,0.074911042,-0.654596485,0.156923130,-0.735708440,79.930000000,-81.280000000,-301.030000000
0B,0.105208810,-0.676156617,0.129810870,-0.717560084,79.600000000,-82.900000000,-300.800000000
0B,0.116907589,-0.687444627,0.115207479,-0.707445925,79.810000000,-83.610000000,-300.540000000
0B,0.128805832,-0.712632265,0.089104034,-0.683830961,80.190000000,-84.610000000,-299.490000000
