tool_id,qw,qx,qy,qz,x,y,z
0B,0.543727220,-0.454122734,0.647732426,-0.280314033,79.850000000,-13.510000000,-149.850000000
0B,0.543255138,-0.453746053,0.647865755,-0.281528574,79.820000000,-13.480000000,-149.830000000
0B,0.543059887,-0.453149972,0.648271489,-0.281931090,79.850000000,-13.400000000,-149.840000000
0B,0.543234024,-0.453528405,0.648040588,-0.281517632,79.820000000,-13.470000000,-149.820000000
0B,0.542757657,-0.453348159,0.648168855,-0.282430003,79.810000000,-13.450000000,-149.810000000
0B,0.541371737,-0.453160048,0.648185890,-0.285337810,79.830000000,-13.360000000,-149.830000000
0B,0.540577549,-0.453465052,0.648192987,-0.286341077,79.800000000,-13.360000000,-149.830000000
0B,0.539441792,-0.451935013,0.649550323,-0.287822298,79.780000000,-13.290000000,-149.820000000
0B,0.539076517,-0.450763981,0.650392317,-0.288440941,79.770000000,-13.290000000,-149.840000000
0B,0.538874257,-0.449962005,0.651689803,-0.287139568,79.740000000,-13.240000000,-149.800000000
0B,0.538636596,-0.449830563,0.652644342,-0.285619406,79.800000000,-13.160000000,-149.710000000
0B,0.537892049,-0.449476919,0.654011921,-0.284448678,79.860000000,-13.080000000,-149.640000000
0B,0.536391991,-0.447976828,0.656312557,-0.284348766,79.820000000,-13.070000000,-149.640000000
0B,0.534567812,-0.445756546,0.659483658,-0.283936018,79.850000000,-12.910000000,-149.550000000
0B,0.530460049,-0.444550324,0.663475106,-0.284232175,79.820000000,-12.830000000,-149.350000000
0B,0.525541483,-0.444135057,0.668252747,-0.282822324,79.820000000,-12.670000000,-149.100000000
0B,0.520443063,-0.445036824,0.673055691,-0.279423120,79.860000000,-12.620000000,-148.810000000
0B,0.514832770,-0.449528613,0.677043095,-0.272917372,79.820000000,-12.770000000,-148.360000000
0B,0.512059625,-0.456353139,0.678879050,-0.262030511,79.890000000,-13.040000000,-148.040000000
0B,0.511468342,-0.463761967,0.677790566,-0.252833783,79.960000000,-13.360000000,-147.780000000
0B,0.512660010,-0.470855117,0.673578847,-0.248529092,79.980000000,-13.740000000,-147.750000000
0B,0.515340255,-0.478137349,0.666852090,-0.247219311,80.000000000,-14.060000000,-147.870000000
0B,0.520056624,-0.484052704,0.658571706,-0.248027005,80.010000000,-14.420000000,-148.100000000
0B,0.523147329,-0.486143981,0.654459208,-0.248322466,80.020000000,-14.560000000,-148.250000000
0B,0.530944681,-0.487641037,0.647254469,-0.247720847,80.060000000,-14.790000000,-148.570000000
0B,0.540152865,-0.484947462,0.641362770,-0.248424313,80.020000000,-14.910000000,-148.940000000
0B,0.545036892,-0.481332580,0.638743235,-0.251517025,80.040000000,-14.810000000,-149.230000000
0B,0.554477710,-0.468865711,0.635489064,-0.262436780,79.930000000,-14.540000000,-149.930000000
0B,0.564268628,-0.452154992,0.633477045,-0.275433499,79.850000000,-14.090000000,-150.630000000
0B,0.572163371,-0.434648140,0.632270028,-0.289732090,79.830000000,-13.500000000,-151.280000000
0B,0.579515789,-0.405111037,0.635417312,-0.310308454,79.850000000,-12.410000000,-152.090000000
