tool_id,qw,qx,qy,qz,x,y,z
0B,0.697545335,0.215614013,0.654042508,0.197912863,80.190000000,15.500000000,-244.340000000
0B,0.677184769,0.224628118,0.667583567,0.212826641,80.140000000,15.070000000,-243.460000000
0B,0.628161594,0.229822535,0.704869116,0.236123153,80.190000000,14.170000000,-241.520000000
0B,0.616345688,0.228916969,0.714652976,0.238717696,80.360000000,14.070000000,-241.060000000
0B,0.592548683,0.226218586,0.732660194,0.246820278,80.510000000,13.490000000,-240.090000000
0B,0.570626543,0.222610355,0.746334717,0.260412113,80.710000000,12.940000000,-239.400000000
0B,0.552937106,0.215614469,0.754150609,0.281118865,80.770000000,12.090000000,-239.050000000
0B,0.544850491,0.211119564,0.755169981,0.297127535,80.780000000,11.400000000,-239.050000000
0B,0.529244890,0.197816779,0.751763764,0.340028841,80.620000000,9.770000000,-239.410000000
0B,0.518143251,0.175514651,0.742661993,0.386232240,80.540000000,7.880000000,-240.230000000
0B,0.511057932,0.138215668,0.718581456,0.450951118,80.530000000,5.330000000,-241.840000000
0B,0.515039410,0.111408525,0.682452220,0.506538759,80.590000000,3.590000000,-243.670000000
0B,0.520237604,0.098407113,0.656047421,0.537838876,80.730000000,2.800000000,-244.970000000
0B,0.532862002,0.083309694,0.630973418,0.557664888,80.880000000,2.420000000,-246.190000000
0B,0.543047774,0.074906590,0.619254478,0.562149454,80.830000000,2.220000000,-246.680000000
0B,0.570249049,0.057704963,0.595651234,0.562748404,80.950000000,2.450000000,-247.850000000
0B,0.603956956,0.042704027,0.573954126,0.551351995,80.830000000,2.940000000,-249.040000000
0B,0.642637718,0.036502142,0.554432541,0.527530962,80.710000000,3.930000000,-250.060000000
0B,0.663688950,0.035604772,0.545873160,0.510168375,80.810000000,4.810000000,-250.690000000
0B,0.737374268,0.046604694,0.517652138,0.431443455,80.570000000,7.570000000,-251.820000000
0B,0.752467733,0.055504996,0.511946082,0.410636963,80.430000000,8.250000000,-251.980000000
0B,0.777235268,0.082103726,0.500022689,0.373016926,80.430000000,9.980000000,-252.090000000
0B,0.794686081,0.105411418,0.494953614,0.335236313,80.610000000,11.490000000,-252.070000000
0B,0.803474602,0.125711672,0.498546290,0.300127867,80.600000000,12.800000000,-251.790000000
0B,0.804402347,0.135917293,0.503264032,0.284936253,80.680000000,13.570000000,-251.440000000
0B,0.799452542,0.150409885,0.520234191,0.260017089,80.600000000,14.200000000,-250.680000000
0B,0.786232688,0.164406835,0.543922614,0.242810095,80.420000000,14.630000000,-249.620000000
0B,0.768363450,0.173614337,0.574847470,0.221418284,80.290000000,14.880000000,-248.330000000
0B,0.749158092,0.180313982,0.605146925,0.200115518,80.210000000,15.400000000,-247.120000000
0B,0.728658893,0.182814776,0.631051004,0.193415632,80.070000000,15.160000000,-245.930000000
0B,0.718960737,0.184815613,0.640654122,0.196216576,80.020000000,15.050000000,-245.500000000
0B,0.700681774,0.182821336,0.659276942,0.202423624,79.890000000,14.600000000,-244.690000000
0B,0.684838592,0.179510116,0.673537955,0.212411970,79.870000000,14.330000000,-244.020000000
0B,0.674045311,0.176611872,0.681845835,0.222614965,79.750000000,13.790000000,-243.650000000
0B,0.670831433,0.175308214,0.684032051,0.226610618,79.710000000,13.580000000,-243.520000000
0B,0.666943226,0.172711194,0.685244412,0.236215310,79.660000000,13.300000000,-243.540000000
0B,0.666048620,0.168612308,0.684649978,0.243317762,79.530000000,12.980000000,-243.680000000
0B,0.666057117,0.164514108,0.683258592,0.249921432,79.520000000,12.730000000,-243.840000000
0B,0.666033136,0.162008060,0.681133887,0.257312802,79.490000000,12.550000000,-243.950000000
0B,0.666585148,0.159420364,0.679286771,0.262333510,79.480000000,12.440000000,-244.050000000
0B,0.666965266,0.159215580,0.678266372,0.264125846,79.490000000,12.390000000,-244.130000000
0B,0.668637555,0.158908925,0.676537999,0.264514857,79.470000000,12.400000000,-244.160000000
0B,0.671053012,0.158512522,0.675053328,0.262420731,79.450000000,12.400000000,-244.300000000
0B,0.673980967,0.158319019,0.673180871,0.259831214,79.470000000,12.550000000,-244.460000000
0B,0.677171852,0.157716735,0.670771173,0.258127389,79.370000000,12.480000000,-244.500000000
0B,0.679222561,0.157305225,0.669222229,0.257008537,79.460000000,12.520000000,-244.500000000
0B,0.680062494,0.157114438,0.668561437,0.256623582,79.510000000,12.580000000,-244.680000000
0B,0.681221735,0.156504993,0.667721304,0.256108171,79.430000000,12.640000000,-244.720000000
0B,0.682261819,0.155914127,0.666560396,0.256723261,79.440000000,12.640000000,-244.800000000
0B,0.682875295,0.155717170,0.665473376,0.258028450,79.360000000,12.480000000,-244.880000000
0B,0.683475289,0.155017076,0.663573097,0.261728831,79.390000000,12.500000000,-244.860000000
0B,0.683427919,0.154706320,0.663227093,0.262910740,79.340000000,12.430000000,-244.940000000
0B,0.682556204,0.156112855,0.663154606,0.264521782,79.370000000,12.350000000,-244.890000000
0B,0.682765282,0.155914908,0.663263418,0.263825226,79.390000000,12.240000000,-244.460000000
0B,0.682962989,0.155914380,0.662861135,0.264324378,79.410000000,12.450000000,-244.870000000
0B,0.682978021,0.156117834,0.662675702,0.264630230,79.400000000,12.440000000,-244.890000000
0B,0.683156698,0.155812931,0.660954855,0.268622294,79.330000000,12.280000000,-244.960000000
0B,0.682654881,0.154912454,0.660253080,0.272121877,79.300000000,12.140000000,-244.990000000
0B,0.682554996,0.154912482,0.659653150,0.273822063,79.310000000,12.080000000,-244.980000000
0B,0.682858247,0.154413171,0.658956208,0.275023459,79.360000000,12.090000000,-244.970000000
0B,0.682653652,0.153912096,0.658951789,0.275821678,79.300000000,11.940000000,-245.000000000
0B,0.681557175,0.154612970,0.658955279,0.278123331,79.310000000,12.000000000,-245.020000000
0B,0.680898039,0.156422523,0.658694842,0.279340221,79.360000000,11.920000000,-244.640000000
0B,0.681798967,0.154422415,0.658995657,0.277540287,79.370000000,12.120000000,-245.070000000
0B,0.681238167,0.154308645,0.658936918,0.279115638,79.370000000,12.080000000,-245.070000000
0B,0.680566297,0.154415042,0.658964193,0.280627337,79.350000000,11.990000000,-245.070000000
0B,0.680153622,0.154412174,0.659051958,0.281422187,79.350000000,11.980000000,-245.060000000
0B,0.679596663,0.154521978,0.658993732,0.282840230,79.350000000,11.920000000,-245.040000000
0B,0.679173919,0.154716839,0.658871709,0.284030913,79.330000000,11.840000000,-245.030000000
0B,0.678836682,0.154908371,0.658835601,0.284815390,79.320000000,11.810000000,-245.010000000
