tool_id,qw,qx,qy,qz,x,y,z
0B,0.699289704,-0.084510841,0.708990948,0.034404413,79.380000000,68.550000000,-197.290000000
0B,0.698837710,-0.082204436,0.709638293,0.035801932,79.400000000,68.550000000,-197.250000000
0B,0.697484980,-0.082110004,0.711186649,0.031403826,79.280000000,68.380000000,-197.170000000
0B,0.697653285,-0.078606004,0.711354332,0.032802505,79.290000000,68.380000000,-197.240000000
0B,0.698643684,-0.072504533,0.710744441,0.038502407,79.450000000,68.720000000,-197.100000000
0B,0.701149548,-0.066904728,0.708350057,0.046403279,79.260000000,68.400000000,-197.300000000
0B,0.701751247,-0.065904813,0.707651678,0.049303601,79.200000000,68.230000000,-197.340000000
0B,0.703874879,-0.064606873,0.705175017,0.055805937,79.260000000,68.150000000,-197.340000000
0B,0.704129437,-0.064702705,0.705029474,0.054302270,79.220000000,68.180000000,-197.420000000
0B,0.704180725,-0.065307487,0.705080828,0.052205985,79.230000000,68.240000000,-197.440000000
0B,0.704158208,-0.061905117,0.705158291,0.055504588,79.450000000,68.690000000,-197.140000000
0B,0.706956591,-0.065305228,0.702556238,0.048603891,79.190000000,68.230000000,-197.660000000
0B,0.709463255,-0.064605760,0.699962408,0.050404494,79.290000000,68.240000000,-197.700000000
0B,0.710233783,-0.063103002,0.699133255,0.052902516,79.290000000,68.250000000,-197.730000000
0B,0.712170865,-0.056705642,0.696769332,0.064106379,79.240000000,68.090000000,-197.790000000
0B,0.716564741,-0.036803325,0.690162356,0.094108503,79.220000000,67.880000000,-197.870000000
0B,0.718172485,-0.029803008,0.686769316,0.108110912,79.220000000,67.750000000,-197.910000000
0B,0.719167191,-0.019601831,0.681763697,0.132712399,79.150000000,67.490000000,-198.030000000
0B,0.717261063,-0.013501149,0.681157989,0.146212448,79.130000000,67.360000000,-197.840000000
0B,0.715259780,-0.010400869,0.682357030,0.150612588,79.120000000,67.170000000,-197.790000000
0B,0.710934958,-0.007000344,0.685333699,0.157607750,79.120000000,67.180000000,-197.510000000
0B,0.708137327,-0.009400496,0.686936209,0.163008592,79.130000000,66.940000000,-197.450000000
0B,0.707363064,-0.010300918,0.686661219,0.167414926,79.120000000,66.880000000,-197.430000000
0B,0.706854529,-0.012200941,0.685052847,0.175813563,79.130000000,66.570000000,-197.490000000
0B,0.706169144,-0.014801449,0.683766951,0.183217940,79.090000000,66.410000000,-197.510000000
0B,0.705550325,-0.016101148,0.683348742,0.187013339,79.180000000,66.300000000,-197.500000000
0B,0.703726116,-0.020800772,0.682925344,0.194807229,79.100000000,65.760000000,-197.590000000
0B,0.701252368,-0.022601688,0.680250800,0.212115840,79.100000000,65.420000000,-197.590000000
0B,0.699765946,-0.023202187,0.678663957,0.221820904,79.150000000,65.240000000,-197.620000000
0B,0.696844951,-0.027501774,0.676543642,0.236515257,79.200000000,64.650000000,-197.650000000
0B,0.691576921,-0.029103237,0.677575364,0.248527643,79.180000000,64.340000000,-197.590000000
0B,0.684682653,-0.030203646,0.684782665,0.247729905,79.240000000,64.410000000,-197.180000000
0B,0.680129124,-0.029501263,0.691329603,0.242110367,79.200000000,64.530000000,-196.910000000
0B,0.669283739,-0.024303041,0.709388757,0.219627479,79.270000000,65.210000000,-196.050000000
0B,0.662639494,-0.019401156,0.719842904,0.205812267,79.310000000,65.740000000,-195.490000000
0B,0.651155289,-0.014001189,0.739362778,0.170714495,79.470000000,66.770000000,-194.410000000
0B,0.641847768,-0.004200313,0.755856253,0.129209616,79.670000000,68.150000000,-193.630000000
0B,0.643910628,0.001500025,0.756812491,0.112301854,79.740000000,68.860000000,-193.640000000
0B,0.650157119,0.004800422,0.753566204,0.097008523,79.590000000,69.220000000,-193.870000000
0B,0.654645915,0.006100428,0.750652649,0.089006243,79.660000000,69.360000000,-194.200000000
