model_key,label,status,reason,sample_count,position_rmse_mm,mean_position_error_mm,max_position_error_mm,tangent_mean_error_deg,tangent_rmse_deg,tangent_max_error_deg,axis_position_rmse_mm,axis_tangent_rmse
mike,Mike,completed,,500,24.34325815568273,23.224926478600924,36.79670084066268,39.32177946616904,41.2620703999938,62.3313008176889,"[15.919910634580813, 16.40020929811782, 8.37757709598094]","[0.4124597840281928, 0.4185533149152881, 0.38101504188173296]"
camarillo,Camarillo,completed,,500,24.38399080100468,23.26339099910294,36.86051070350662,39.39258408055629,41.337376766193856,62.456672721023835,"[15.949368399392236, 16.42950696595412, 8.382598397848609]","[0.41336226626757294, 0.41946536810432894, 0.38124931533855183]"
ann,ANN,completed,,500,2.6526758317912678,2.347635043130097,5.194462369357851,,,,"[1.356941128587969, 2.001048400642011, 1.0914234468820754]",[]
