tool_id,qw,qx,qy,qz,x,y,z
0B,0.116009788,-0.771965133,0.172714573,-0.600650679,80.560000000,-2.780000000,-173.440000000
0B,0.124008655,-0.759352997,0.178712473,-0.613242800,80.400000000,-2.800000000,-174.190000000
0B,0.127404563,-0.744626669,0.186106666,-0.628222500,80.180000000,-2.670000000,-175.010000000
0B,0.129013985,-0.727578867,0.195921237,-0.644669880,79.970000000,-2.460000000,-175.870000000
0B,0.133310749,-0.709657222,0.208816838,-0.659553182,79.810000000,-2.110000000,-176.690000000
0B,0.135712610,-0.692264321,0.221820610,-0.673162546,79.690000000,-1.650000000,-177.520000000
0B,0.136710563,-0.676452268,0.235918229,-0.684152863,79.530000000,-1.390000000,-178.170000000
0B,0.133204624,-0.662823007,0.251108716,-0.692724045,79.490000000,-0.800000000,-178.650000000
0B,0.127816172,-0.651182390,0.270434216,-0.697488248,79.580000000,0.060000000,-178.890000000
0B,0.115207175,-0.640639897,0.290318080,-0.701443684,79.550000000,0.820000000,-178.940000000
0B,0.099912081,-0.631876405,0.309837465,-0.703385051,79.620000000,1.850000000,-178.960000000
0B,0.091307668,-0.626652625,0.330827782,-0.699658756,79.690000000,2.630000000,-178.750000000
0B,0.082405564,-0.625642242,0.348123504,-0.693246806,79.720000000,3.240000000,-178.300000000
0B,0.069206876,-0.628062401,0.358535622,-0.687168274,79.830000000,3.720000000,-177.740000000
0B,0.053606205,-0.632773245,0.366542428,-0.679978709,79.910000000,4.200000000,-177.130000000
0B,0.031903509,-0.639470326,0.370540751,-0.672874000,80.010000000,4.730000000,-176.700000000
0B,0.011400856,-0.648648725,0.373128029,-0.663249822,80.120000000,5.210000000,-175.900000000
0B,0.008000797,0.660965852,-0.372537116,0.651364895,80.210000000,5.570000000,-175.240000000
0B,0.022801495,0.674844254,-0.371124337,0.637441802,80.370000000,5.700000000,-174.360000000
0B,0.031601368,0.691329918,-0.367615909,0.621226884,80.420000000,5.700000000,-173.410000000
0B,0.033002924,0.707662702,-0.363032166,0.605253628,80.470000000,5.510000000,-172.590000000
0B,0.031300947,0.722121845,-0.355810763,0.592417921,80.600000000,5.160000000,-171.980000000
0B,0.024702414,0.735971908,-0.346733878,0.580956762,80.580000000,4.600000000,-171.460000000
0B,0.012800792,0.749346363,-0.337220865,0.569735251,80.570000000,3.930000000,-171.030000000
0B,0.009001174,-0.761799383,0.332043318,-0.556172557,80.620000000,3.260000000,-170.470000000
0B,0.022801736,-0.770858672,0.323724640,-0.548141721,80.620000000,2.620000000,-170.320000000
0B,0.035901816,-0.775939252,0.316416006,-0.544527546,80.630000000,2.090000000,-170.370000000
0B,0.051803551,-0.777953331,0.310221266,-0.543937288,80.610000000,1.520000000,-170.560000000
0B,0.074707231,-0.779575455,0.304729495,-0.542052465,80.540000000,0.760000000,-170.780000000
0B,0.103008678,-0.779365660,0.298925184,-0.540945574,80.540000000,-0.100000000,-171.160000000
0B,0.130116342,-0.777097602,0.289536365,-0.543468258,80.560000000,-0.910000000,-171.710000000
0B,0.157411968,-0.772558740,0.279721268,-0.547841654,80.500000000,-1.670000000,-172.450000000
