tool_id,qw,qx,qy,qz,x,y,z
0B,0.046801740,0.676725158,0.115404290,0.725626976,81.190000000,-10.650000000,-126.420000000
0B,0.039104387,0.674075615,0.109312262,0.729481831,81.190000000,-10.770000000,-126.700000000
0B,0.024002332,0.668964993,0.096809405,0.736571561,81.240000000,-10.850000000,-127.210000000
0B,0.015500278,0.662511876,0.086201545,0.743913335,81.260000000,-10.870000000,-127.720000000
0B,0.012901050,0.654753276,0.075406136,0.751961186,81.220000000,-10.690000000,-128.290000000
0B,0.012601229,0.650663479,0.068406674,0.756173772,81.160000000,-10.560000000,-128.540000000
0B,0.016800927,0.640535326,0.051102818,0.766042248,81.020000000,-10.050000000,-129.210000000
0B,0.028100672,0.629615057,0.034800832,0.775618549,80.890000000,-9.360000000,-129.840000000
0B,0.045503920,0.617453196,0.018701611,0.785067636,80.710000000,-8.640000000,-130.470000000
0B,0.057003988,0.610942746,0.010100707,0.789555243,80.610000000,-8.220000000,-130.780000000
0B,0.082807530,0.598554429,-0.005400491,0.796772454,80.440000000,-7.390000000,-131.320000000
0B,0.106306569,0.588736379,-0.020201248,0.801049498,80.390000000,-6.580000000,-131.830000000
0B,0.103205961,0.590834128,-0.028801664,0.799646189,80.260000000,-6.580000000,-131.580000000
0B,0.101208667,0.592050699,-0.029702544,0.798968419,80.260000000,-6.560000000,-131.560000000
0B,0.106710077,0.592755974,-0.031102937,0.797675324,80.220000000,-6.430000000,-131.530000000
0B,0.121109492,0.592546440,-0.033802649,0.795662359,80.180000000,-6.030000000,-131.410000000
0B,0.135712327,0.591553730,-0.033103007,0.794072125,80.090000000,-5.840000000,-131.340000000
0B,0.166617957,0.589263508,-0.030503288,0.789985141,80.080000000,-5.120000000,-131.310000000
0B,0.193916138,0.590949181,-0.027702305,0.782565128,79.990000000,-4.620000000,-131.030000000
0B,0.212118483,0.597852093,-0.026802335,0.772567317,79.940000000,-4.080000000,-130.520000000
0B,0.229315794,0.607341829,-0.023801639,0.760252360,79.870000000,-3.670000000,-129.940000000
0B,0.250332863,0.615880852,-0.017802337,0.746798039,79.840000000,-3.140000000,-129.330000000
0B,0.274940196,0.623691184,-0.004700687,0.731706976,79.860000000,-2.710000000,-128.850000000
0B,0.287822496,0.635249650,0.004500352,0.716656012,79.820000000,-2.470000000,-128.030000000
0B,0.293433911,0.640874064,0.009801133,0.709281969,79.840000000,-2.330000000,-127.690000000
0B,0.299236433,0.653979624,0.017902180,0.694584567,79.780000000,-2.270000000,-126.780000000
0B,0.304331463,0.664968748,0.025702657,0.681570464,79.860000000,-2.100000000,-126.260000000
0B,0.306029187,0.676264498,0.035103348,0.669163821,79.850000000,-2.150000000,-125.500000000
0B,0.299628123,0.689364703,0.044204149,0.658061765,79.880000000,-2.410000000,-124.830000000
0B,0.282725052,0.705462510,0.055304901,0.647557379,79.860000000,-2.910000000,-123.790000000
0B,0.266627756,0.718574804,0.075407850,0.637866402,80.020000000,-3.480000000,-123.110000000
0B,0.257423539,0.724466245,0.090108239,0.633057886,80.170000000,-3.790000000,-122.800000000
0B,0.231320721,0.735665900,0.114410249,0.626256099,80.490000000,-4.590000000,-122.170000000
0B,0.202120814,0.744876708,0.135413945,0.621263978,80.820000000,-5.650000000,-121.580000000
0B,0.167613717,0.753461662,0.151512400,0.617450531,81.190000000,-6.810000000,-121.080000000
0B,0.135512053,0.758967506,0.167114864,0.614554661,81.620000000,-8.000000000,-120.770000000
0B,0.105302541,0.762018388,0.179804339,0.613114795,82.060000000,-9.090000000,-120.570000000
0B,0.081805094,0.762247467,0.188711751,0.613738219,82.360000000,-10.040000000,-120.590000000
0B,0.072809104,0.760995149,0.192724097,0.615176917,82.490000000,-10.410000000,-120.660000000
0B,0.060204807,0.756260378,0.198715865,0.620449536,82.610000000,-10.990000000,-120.890000000
0B,0.054801926,0.749126329,0.201907096,0.628522090,82.610000000,-11.300000000,-121.260000000
0B,0.059003574,0.738844753,0.202112242,0.640138774,82.430000000,-11.260000000,-121.740000000
0B,0.073205604,0.725855570,0.197015083,0.654950142,82.060000000,-10.880000000,-122.430000000
0B,0.096207382,0.708954400,0.189214519,0.672551607,81.590000000,-10.210000000,-123.300000000
0B,0.108809579,0.699561589,0.183216130,0.682060048,81.330000000,-9.860000000,-123.840000000
0B,0.134509363,0.678347218,0.169111771,0.702248882,80.860000000,-9.110000000,-125.040000000
0B,0.160113556,0.656355569,0.152312895,0.721361073,80.470000000,-8.380000000,-126.310000000
0B,0.182513139,0.636445816,0.136109798,0.736953051,80.210000000,-7.740000000,-127.460000000
0B,0.203921072,0.619163982,0.126613084,0.747677261,80.080000000,-7.210000000,-128.330000000
0B,0.225620746,0.606155736,0.122511265,0.752769217,79.990000000,-6.720000000,-128.880000000
0B,0.233227021,0.602269777,0.119913893,0.753987354,79.950000000,-6.510000000,-128.980000000
0B,0.249431284,0.597474937,0.116214576,0.753194468,79.880000000,-6.110000000,-129.160000000
0B,0.269723270,0.595351363,0.116210026,0.747864521,79.780000000,-5.700000000,-129.120000000
0B,0.290612203,0.594924981,0.116904909,0.740231083,79.730000000,-5.140000000,-128.980000000
0B,0.315322561,0.595342595,0.119708565,0.729252176,79.700000000,-4.510000000,-128.760000000
0B,0.327432232,0.595958666,0.121611971,0.723071179,79.720000000,-4.170000000,-128.680000000
0B,0.346827494,0.600147576,0.123909823,0.710056288,79.690000000,-3.630000000,-128.310000000
0B,0.362228376,0.604947390,0.125809856,0.697854669,79.720000000,-3.090000000,-127.930000000
0B,0.376239419,0.607963697,0.128913506,0.687171995,79.780000000,-2.630000000,-127.720000000
0B,0.384526320,0.610941817,0.131308988,0.679446506,79.800000000,-2.360000000,-127.480000000
0B,0.391923851,0.612037247,0.136208289,0.673240971,79.830000000,-2.220000000,-127.320000000
0B,0.396442124,0.613565195,0.143015196,0.667770954,79.860000000,-2.150000000,-127.190000000
0B,0.396035086,0.615954570,0.146012936,0.665158929,79.870000000,-2.140000000,-127.060000000
0B,0.385434301,0.625855697,0.145912985,0.662158928,79.790000000,-2.360000000,-126.430000000
0B,0.379945775,0.632276175,0.147017712,0.658979392,79.820000000,-2.460000000,-126.230000000
0B,0.373439493,0.639767659,0.147415590,0.655369309,79.820000000,-2.490000000,-125.840000000
0B,0.366614368,0.648125401,0.148605824,0.650725502,79.870000000,-2.550000000,-125.540000000
0B,0.353633622,0.659962746,0.148314101,0.646061424,79.900000000,-2.690000000,-124.950000000
0B,0.340722505,0.671444350,0.149209856,0.640942336,79.950000000,-2.930000000,-124.470000000
0B,0.323719500,0.684241217,0.148208928,0.636438337,80.030000000,-3.150000000,-123.900000000
0B,0.307531753,0.695171777,0.145815055,0.633165375,80.110000000,-3.380000000,-123.410000000
0B,0.304334787,0.697579738,0.147916908,0.631572193,80.140000000,-3.450000000,-123.330000000
0B,0.297425538,0.700660161,0.149612846,0.631054185,80.160000000,-3.670000000,-123.160000000
0B,0.290831116,0.700974998,0.151316189,0.633367764,80.190000000,-3.900000000,-123.190000000
0B,0.280416840,0.700542069,0.152509158,0.638238327,80.190000000,-4.210000000,-123.260000000
0B,0.270022248,0.698157524,0.155612821,0.644553107,80.180000000,-4.610000000,-123.380000000
0B,0.260025101,0.694267021,0.158315283,0.652162956,80.190000000,-5.000000000,-123.640000000
0B,0.249916886,0.690146631,0.159110751,0.660244611,80.160000000,-5.440000000,-123.910000000
0B,0.239624372,0.686369811,0.160716346,0.667567898,80.170000000,-5.840000000,-124.150000000
0B,0.229322357,0.682766563,0.163115902,0.674265734,80.220000000,-6.230000000,-124.370000000
0B,0.220427969,0.678886139,0.165721027,0.680486342,80.250000000,-6.550000000,-124.570000000
0B,0.211812041,0.675338391,0.167309511,0.686339016,80.280000000,-6.890000000,-124.770000000
0B,0.205711414,0.671037234,0.167509295,0.692338415,80.310000000,-7.120000000,-125.000000000
0B,0.204925889,0.664783984,0.166621050,0.698788280,80.280000000,-7.190000000,-125.320000000
0B,0.207516413,0.660652253,0.166113138,0.702055528,80.230000000,-7.220000000,-125.540000000
0B,0.214727608,0.651783802,0.164221114,0.708591106,80.170000000,-7.100000000,-125.960000000
0B,0.223814514,0.642941693,0.161110448,0.714546336,80.080000000,-6.990000000,-126.430000000
0B,0.230315497,0.635842784,0.156910558,0.719748430,80.030000000,-6.810000000,-126.820000000
0B,0.236722989,0.630061188,0.154014957,0.723370250,80.010000000,-6.670000000,-127.130000000
0B,0.240918683,0.627248642,0.151511749,0.724956219,79.940000000,-6.590000000,-127.270000000
0B,0.244725573,0.626665484,0.150115686,0.724475704,79.900000000,-6.480000000,-127.290000000
0B,0.248130815,0.626777838,0.148318419,0.723589861,79.910000000,-6.300000000,-127.260000000
0B,0.250712908,0.626532258,0.147707605,0.723037227,79.900000000,-6.200000000,-127.270000000
0B,0.258522468,0.625354349,0.147912855,0.721262684,79.850000000,-6.050000000,-127.280000000
0B,0.264625495,0.624660183,0.147814241,0.719669336,79.830000000,-5.930000000,-127.320000000
