target_id,n_samples,XY_RMSE_mm,XYZ_RMSE_mm,max_deviation_mm,centroid_x_mm,centroid_y_mm,centroid_z_mm,analysis_mode
0,16,1.4895361723544815,1.492155529762226,2.7860562404588927,2.897632415416121,-0.4763265780727064,69.29058402058129,legacy_style
1,16,2.0963752049138438,2.121027905285547,3.380765908045089,20.91974841452374,-1.5769501981393406,64.62385034630111,legacy_style
2,16,1.181476746901131,1.2197095581530872,2.0033119062567324,14.352404257787606,13.034295235402793,65.01609343295527,legacy_style
3,16,2.442257593698075,2.466117742272255,3.8521553423051467,2.654670221012857,20.994301433222645,64.38548592483235,legacy_style
4,16,1.3164963468158783,1.332924269932472,1.9874214803672035,-3.661217698034328,14.765490919076258,66.69577508714906,legacy_style
5,16,1.6671745818666397,1.6755698657471756,2.782605007003337,-12.147557614205937,-0.17113700963666734,67.89143001730685,legacy_style
6,16,1.2091988725346836,1.2259149962884865,1.9629349637405193,-4.11878812536151,-15.36109264767926,66.90846733684846,legacy_style
7,16,2.0217070774524113,2.0463116591198944,4.347460016348638,1.760070534334421,-21.892951964212706,64.8040090944596,legacy_style
8,16,1.1190121429875761,1.1490468196509667,1.6380602572097251,13.459033059206442,-14.739400354273016,65.32968668036119,legacy_style
9,16,3.041883259265558,3.08521999570128,6.1169762814747894,36.19735267718673,-3.268872195222349,52.15985492840347,legacy_style
10,16,0.8999127345763821,0.9770677193137641,1.9039714866234239,24.600491001516787,23.91556162323769,54.57841988802192,legacy_style
11,16,1.8871356085845359,1.897454503736518,4.061819654569861,3.3493783750023525,37.63726894898641,51.744627492252974,legacy_style
12,16,0.9705185927869794,1.0511390770849454,2.3655470594822123,-15.433010742809355,26.33979391712617,58.32794703701745,legacy_style
13,16,2.254426874164897,2.261000366264899,3.661449828107717,-31.56549566858679,-0.12301654365915482,58.770803597305196,legacy_style
14,16,1.209360053023805,1.2801121471867227,2.778768907380572,-16.72856934431351,-26.94712685382325,58.84704511722884,legacy_style
15,16,3.5760300044744944,3.6371580058302406,6.843439405052497,0.8242333758942113,-39.14462042115211,52.89851226267641,legacy_style
16,16,1.4813701611229548,1.587210849651053,2.5741914689374017,23.622470519337483,-26.70224051163562,55.20175185164869,legacy_style
0,16,1.4895361723544815,1.492155529762226,2.7860562404588927,2.897632415416121,-0.4763265780727064,69.29058402058129,thesis_strict
1,16,2.0963752049138438,2.121027905285547,3.380765908045089,20.91974841452374,-1.5769501981393406,64.62385034630111,thesis_strict
2,16,1.181476746901131,1.2197095581530872,2.0033119062567324,14.352404257787606,13.034295235402793,65.01609343295527,thesis_strict
3,16,2.442257593698075,2.466117742272255,3.8521553423051467,2.654670221012857,20.994301433222645,64.38548592483235,thesis_strict
4,16,1.3164963468158783,1.332924269932472,1.9874214803672035,-3.661217698034328,14.765490919076258,66.69577508714906,thesis_strict
5,16,1.6671745818666397,1.6755698657471756,2.782605007003337,-12.147557614205937,-0.17113700963666734,67.89143001730685,thesis_strict
6,16,1.2091988725346836,1.2259149962884865,1.9629349637405193,-4.11878812536151,-15.36109264767926,66.90846733684846,thesis_strict
7,16,2.0217070774524113,2.0463116591198944,4.347460016348638,1.760070534334421,-21.892951964212706,64.8040090944596,thesis_strict
8,16,1.1190121429875761,1.1490468196509667,1.6380602572097251,13.459033059206442,-14.739400354273016,65.32968668036119,thesis_strict
9,16,3.041883259265558,3.08521999570128,6.1169762814747894,36.19735267718673,-3.268872195222349,52.15985492840347,thesis_strict
10,16,0.8999127345763821,0.9770677193137641,1.9039714866234239,24.600491001516787,23.91556162323769,54.57841988802192,thesis_strict
11,16,1.8871356085845359,1.897454503736518,4.061819654569861,3.3493783750023525,37.63726894898641,51.744627492252974,thesis_strict
12,16,0.9705185927869794,1.0511390770849454,2.3655470594822123,-15.433010742809355,26.33979391712617,58.32794703701745,thesis_strict
13,16,2.254426874164897,2.261000366264899,3.661449828107717,-31.56549566858679,-0.12301654365915482,58.770803597305196,thesis_strict
14,16,1.209360053023805,1.2801121471867227,2.778768907380572,-16.72856934431351,-26.94712685382325,58.84704511722884,thesis_strict
15,16,3.5760300044744944,3.6371580058302406,6.843439405052497,0.8242333758942113,-39.14462042115211,52.89851226267641,thesis_strict
16,16,1.4813701611229548,1.587210849651053,2.5741914689374017,23.622470519337483,-26.70224051163562,55.20175185164869,thesis_strict
