sample_index,phase,capture_accepted,accept_reject_reason,target_label,command_target_id,command_target_index,commanded_cable_displacement_mm,target_cable_deltas_ticks,resolved_servo_goal_ticks,servo_positions_before_command,servo_positions_after_command,raw_tracker_translation_mm,robot_tip_translation_mm,tracker_stale_age_s,tracker_frame_number,runtime_tip_mode,runtime_tip_trust_level,runtime_telemetry_ok,runtime_telemetry_failure_code
13,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2314,""6"":2261,""7"":2459,""8"":2047}","{""5"":2133,""6"":2425,""7"":2631,""8"":1867}","[-49.52,41.62,-210.03]","[2.7181278132263174,0.30657557416829917,69.35203882355943]",0.0,2224328,coil_as_tip,thesis_trusted,True,
14,approach,True,ok,T12,T12,12,"[5.6568542494923735,-5.656854249492387,-5.6568542494923735,5.656854249492387]","[369,-369,-369,369]","{""5"":2500,""6"":2055,""7"":2263,""8"":2231}","{""5"":2133,""6"":2425,""7"":2631,""8"":1867}","{""5"":2499,""6"":2092,""7"":2290,""8"":2232}","[-38.49,16.53,-190.53]","[-14.85719067977493,26.73400849960712,58.211214399801506]",0.0,2225488,coil_as_tip,thesis_trusted,True,
15,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2499,""6"":2092,""7"":2290,""8"":2232}","{""5"":2134,""6"":2425,""7"":2631,""8"":1866}","[-49.53,41.39,-208.91]","[1.6179895138456288,0.6181174209507958,69.3581543725246]",0.039005519000056665,2226672,coil_as_tip,thesis_trusted,True,
16,approach,True,ok,T14,T14,14,"[5.656854249492377,5.656854249492383,-5.656854249492377,-5.656854249492383]","[369,369,-369,-369]","{""5"":2500,""6"":2793,""7"":2263,""8"":1493}","{""5"":2134,""6"":2425,""7"":2631,""8"":1866}","{""5"":2499,""6"":2793,""7"":2286,""8"":1531}","[-38.18,71.74,-191.71]","[-17.728850914174473,-28.414417378098413,58.01810637462248]",0.03844583899990539,2227848,coil_as_tip,thesis_trusted,True,
17,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2499,""6"":2793,""7"":2286,""8"":1531}","{""5"":2134,""6"":2428,""7"":2631,""8"":1863}","[-49.4,43.12,-208.36]","[0.942961922696611,-1.0671783369361876,69.23002959101986]",0.0,2229016,coil_as_tip,thesis_trusted,True,
18,approach,True,ok,T08,T08,8,"[-2.8284271247461894,2.8284271247461907,2.8284271247461894,-2.8284271247461907]","[-184,184,184,-184]","{""5"":1947,""6"":2608,""7"":2816,""8"":1678}","{""5"":2134,""6"":2428,""7"":2631,""8"":1862}","{""5"":1967,""6"":2608,""7"":2815,""8"":1697}","[-45.54,55.72,-221.38]","[13.014842015411489,-14.59684464480386,65.43558093214145]",0.038038972999856924,2230184,coil_as_tip,thesis_trusted,True,
19,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":1967,""6"":2608,""7"":2815,""8"":1697}","{""5"":2131,""6"":2429,""7"":2633,""8"":1862}","[-49.39,42.93,-209.89000000000001]","[2.4827990897641996,-0.9899210636827291,69.22430135859842]",0.03698599900053523,2231352,coil_as_tip,thesis_trusted,True,
20,approach,True,ok,T09,T09,9,"[-8.0,0.0,8.0,0.0]","[-522,0,522,0]","{""5"":1609,""6"":2424,""7"":3154,""8"":1862}","{""5"":2131,""6"":2429,""7"":2633,""8"":1862}","{""5"":1670,""6"":2425,""7"":3152,""8"":1862}","[-32.82,41.56,-246.59]","[39.232137213239014,-2.3527502518530383,52.76341911947192]",0.0,2232536,coil_as_tip,thesis_trusted,True,
21,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":1670,""6"":2425,""7"":3152,""8"":1862}","{""5"":2132,""6"":2426,""7"":2633,""8"":1863}","[-49.2,42.44,-213.04]","[5.660789559100635,-0.7326893832930494,69.04289452462974]",0.03906632299913326,2233712,coil_as_tip,thesis_trusted,True,
22,approach,True,ok,T05,T05,5,"[4.0,0.0,-4.0,0.0]","[261,0,-261,0]","{""5"":2392,""6"":2424,""7"":2371,""8"":1862}","{""5"":2132,""6"":2426,""7"":2633,""8"":1863}","{""5"":2392,""6"":2425,""7"":2392,""8"":1862}","[-48.22,43.44,-195.81]","[-11.593246296619498,-0.4685963619544964,68.01245696436506]",0.0,2234888,coil_as_tip,thesis_trusted,True,
23,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2392,""6"":2425,""7"":2392,""8"":1862}","{""5"":2134,""6"":2426,""7"":2631,""8"":1863}","[-49.550000000000004,42.54,-208.97]","[1.5934232537967148,-0.5331376907752983,69.38069692321737]",0.036538877999191754,2236032,coil_as_tip,thesis_trusted,True,
24,approach,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2134,""6"":2426,""7"":2631,""8"":1863}","{""5"":1899,""6"":2425,""7"":2892,""8"":1862}","[-44.92,41.94,-227.89000000000001]","[20.519764447023164,-1.3328292608003522,64.80714224108978]",0.03693833900069876,2237200,coil_as_tip,thesis_trusted,True,
25,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":1899,""6"":2426,""7"":2892,""8"":1862}","{""5"":2133,""6"":2426,""7"":2632,""8"":1863}","[-49.38,42.44,-212.12]","[4.742751446861291,-0.6648093747103303,69.2200902607827]",0.038859737000166206,2238384,coil_as_tip,thesis_trusted,True,
26,approach,True,ok,T07,T07,7,"[0.0,4.0,0.0,-4.0]","[0,261,0,-261]","{""5"":2131,""6"":2685,""7"":2632,""8"":1601}","{""5"":2132,""6"":2426,""7"":2632,""8"":1863}","{""5"":2132,""6"":2686,""7"":2633,""8"":1632}","[-45.06,63.47,-211.73000000000002]","[2.8238365760758484,-21.6193278973006,64.94208614611662]",0.0,2239568,coil_as_tip,thesis_trusted,True,
27,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2132,""6"":2686,""7"":2633,""8"":1632}","{""5"":2132,""6"":2430,""7"":2631,""8"":1863}","[-49.45,42.86,-210.55]","[3.1459795674714144,-0.9683769489967418,69.28616819228505]",0.0,2240736,coil_as_tip,thesis_trusted,True,
28,approach,True,ok,T16,T16,16,"[-5.656854249492373,5.656854249492388,5.656854249492373,-5.656854249492388]","[-369,369,369,-369]","{""5"":1762,""6"":2793,""7"":3001,""8"":1493}","{""5"":2132,""6"":2430,""7"":2631,""8"":1863}","{""5"":1794,""6"":2793,""7"":3000,""8"":1530}","[-35.64,66.58,-234.71]","[25.540950042197352,-26.427646806771456,55.59854693272506]",0.0,2241912,coil_as_tip,thesis_trusted,True,
29,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":1794,""6"":2793,""7"":3000,""8"":1530}","{""5"":2132,""6"":2430,""7"":2632,""8"":1863}","[-49.38,42.78,-211.66]","[4.259055049245603,-0.9701572084487751,69.21938643916772]",0.0,2243072,coil_as_tip,thesis_trusted,True,
30,approach,True,ok,T13,T13,13,"[8.0,0.0,-8.0,0.0]","[522,0,-522,0]","{""5"":2653,""6"":2424,""7"":2110,""8"":1862}","{""5"":2132,""6"":2430,""7"":2632,""8"":1863}","{""5"":2653,""6"":2425,""7"":2160,""8"":1862}","[-39.01,45.99,-176.01]","[-31.50026512932334,-1.5805275314150364,58.74742537948869]",0.0,2244240,coil_as_tip,thesis_trusted,True,
31,repeat,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":2653,""6"":2425,""7"":2160,""8"":1862}","{""5"":2135,""6"":2426,""7"":2631,""8"":1863}","[-49.56,42.89,-207.69]","[0.2911765145746017,-0.7882983097894325,69.38751518470345]",0.038125008999486454,2245392,coil_as_tip,thesis_trusted,True,
32,approach,True,ok,T04,T04,4,"[2.82842712474619,-2.8284271247461903,-2.82842712474619,2.8284271247461903]","[184,-184,-184,184]","{""5"":2315,""6"":2240,""7"":2448,""8"":2046}","{""5"":2135,""6"":2426,""7"":2631,""8"":1863}","{""5"":2315,""6"":2264,""7"":2454,""8"":2047}","[-47.03,28.07,-201.83]","[-4.458737453235187,14.415775174524853,66.80926640268555]",0.0,2246576,coil_as_tip,thesis_trusted,True,
33,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2314,""6"":2263,""7"":2454,""8"":2047}","{""5"":1899,""6"":2425,""7"":2892,""8"":1862}","[-44.96,40.74,-227.76]","[20.478013495720916,-0.12643902879271707,64.84428340668669]",0.0,2247744,coil_as_tip,thesis_trusted,True,
34,approach,True,ok,T08,T08,8,"[-2.8284271247461894,2.8284271247461907,2.8284271247461894,-2.8284271247461907]","[-184,184,184,-184]","{""5"":1947,""6"":2608,""7"":2816,""8"":1678}","{""5"":1899,""6"":2425,""7"":2892,""8"":1862}","{""5"":1955,""6"":2608,""7"":2817,""8"":1700}","[-45.26,55.32,-222.26]","[13.922614801660501,-14.263096304238395,65.15744317182207]",0.03792045800037158,2248904,coil_as_tip,thesis_trusted,True,
35,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":1954,""6"":2608,""7"":2817,""8"":1700}","{""5"":1896,""6"":2426,""7"":2892,""8"":1862}","[-44.78,43.57,-228.39000000000001]","[20.899267803554466,-2.9954226784513978,64.67201145272197]",0.0,2250096,coil_as_tip,thesis_trusted,True,
36,approach,True,ok,T14,T14,14,"[5.656854249492377,5.656854249492383,-5.656854249492377,-5.656854249492383]","[369,369,-369,-369]","{""5"":2500,""6"":2793,""7"":2263,""8"":1493}","{""5"":1896,""6"":2426,""7"":2892,""8"":1862}","{""5"":2500,""6"":2793,""7"":2290,""8"":1529}","[-38.27,72.03,-191.84]","[-17.620731546535183,-28.712965393511915,58.109096950145116]",0.0371400750009343,2251248,coil_as_tip,thesis_trusted,True,
37,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2500,""6"":2793,""7"":2289,""8"":1529}","{""5"":1898,""6"":2426,""7"":2892,""8"":1862}","[-44.9,44.43,-228.11]","[20.556599924589676,-3.8322973925079182,64.79292231947348]",0.03711387300063507,2252408,coil_as_tip,thesis_trusted,True,
38,approach,True,ok,T12,T12,12,"[5.6568542494923735,-5.656854249492387,-5.6568542494923735,5.656854249492387]","[369,-369,-369,369]","{""5"":2500,""6"":2055,""7"":2263,""8"":2231}","{""5"":1898,""6"":2426,""7"":2892,""8"":1862}","{""5"":2500,""6"":2094,""7"":2290,""8"":2232}","[-38.86,16.94,-190.31]","[-15.107737223591698,26.342088011790917,58.581382956828406]",0.0,2253600,coil_as_tip,thesis_trusted,True,
39,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2500,""6"":2094,""7"":2289,""8"":2232}","{""5"":1899,""6"":2425,""7"":2892,""8"":1862}","[-45.03,39.660000000000004,-227.61]","[20.40742846371171,0.9618095300791509,64.91160968216346]",0.0,2254784,coil_as_tip,thesis_trusted,True,
40,approach,True,ok,T07,T07,7,"[0.0,4.0,0.0,-4.0]","[0,261,0,-261]","{""5"":2131,""6"":2685,""7"":2632,""8"":1601}","{""5"":1899,""6"":2425,""7"":2892,""8"":1862}","{""5"":2132,""6"":2686,""7"":2633,""8"":1631}","[-44.99,63.29,-211.63]","[2.737510580330934,-21.43263813416356,64.87141256690562]",0.0,2255944,coil_as_tip,thesis_trusted,True,
41,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":null,""6"":2686,""7"":2633,""8"":1631}","{""5"":1897,""6"":2426,""7"":2892,""8"":1862}","[-44.87,43.79,-228.12]","[20.613600333534606,-3.19482398208617,64.76163966636712]",0.0,2257136,coil_as_tip,thesis_trusted,True,
42,approach,True,ok,T06,T06,6,"[2.8284271247461907,2.82842712474619,-2.8284271247461907,-2.82842712474619]","[184,184,-184,-184]","{""5"":2315,""6"":2608,""7"":2448,""8"":1678}","{""5"":1897,""6"":2426,""7"":2892,""8"":1862}","{""5"":2315,""6"":2609,""7"":2458,""8"":1697}","[-47.12,57.660000000000004,-205.03]","[-3.4379053929062593,-15.328944547502978,66.96973622107461]",0.0,2258312,coil_as_tip,thesis_trusted,True,
43,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2315,""6"":2609,""7"":2458,""8"":1697}","{""5"":1898,""6"":2425,""7"":2891,""8"":1862}","[-44.93,43.83,-228.29]","[20.780034669138587,-3.247047506017225,64.8222392990416]",0.037116213999979664,2259488,coil_as_tip,thesis_trusted,True,
44,approach,True,ok,T00,T00,0,"[0.0,0.0,0.0,0.0]","[0,0,0,0]","{""5"":2131,""6"":2424,""7"":2632,""8"":1862}","{""5"":1898,""6"":2425,""7"":2892,""8"":1862}","{""5"":2132,""6"":2427,""7"":2633,""8"":1863}","[-49.410000000000004,42.480000000000004,-212.0]","[4.620054713562865,-0.6958328371600615,69.2498065259506]",0.0,2260664,coil_as_tip,thesis_trusted,True,
45,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2132,""6"":2427,""7"":2632,""8"":1863}","{""5"":1898,""6"":2425,""7"":2892,""8"":1862}","[-44.980000000000004,42.82,-227.97]","[20.534831838128184,-2.21618812087614,64.86919139943136]",0.0,2261832,coil_as_tip,thesis_trusted,True,
46,approach,True,ok,T11,T11,11,"[0.0,-8.0,0.0,8.0]","[0,-522,0,522]","{""5"":2131,""6"":1902,""7"":2632,""8"":2384}","{""5"":1898,""6"":2425,""7"":2892,""8"":1862}","{""5"":2132,""6"":1964,""7"":2633,""8"":2385}","[-31.810000000000002,4.11,-208.28]","[3.7751640432207125,37.803608934220264,51.55985335904637]",0.03638214700004028,2262976,coil_as_tip,thesis_trusted,True,
47,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2132,""6"":1964,""7"":2633,""8"":2385}","{""5"":1897,""6"":2425,""7"":2892,""8"":1865}","[-44.78,38.9,-227.95000000000002]","[20.802975449965572,1.6942583826035076,64.66108770687731]",0.03805949100024009,2264144,coil_as_tip,thesis_trusted,True,
48,approach,True,ok,T15,T15,15,"[0.0,8.0,0.0,-8.0]","[0,522,0,-522]","{""5"":2131,""6"":2946,""7"":2632,""8"":1340}","{""5"":1897,""6"":2425,""7"":2892,""8"":1865}","{""5"":2132,""6"":2947,""7"":2633,""8"":1401}","[-31.64,81.64,-209.79]","[-0.4048490862270171,-39.62853781717974,51.55355198603145]",0.0,2265336,coil_as_tip,thesis_trusted,True,
49,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2132,""6"":2947,""7"":2633,""8"":1401}","{""5"":1895,""6"":2427,""7"":2892,""8"":1862}","[-44.62,44.75,-228.29]","[20.7134526589561,-4.165271367683438,64.51412929305857]",0.03960857899983239,2266488,coil_as_tip,thesis_trusted,True,
50,approach,True,ok,T09,T09,9,"[-8.0,0.0,8.0,0.0]","[-522,0,522,0]","{""5"":1609,""6"":2424,""7"":3154,""8"":1862}","{""5"":1895,""6"":2427,""7"":2892,""8"":1862}","{""5"":1670,""6"":2425,""7"":3152,""8"":1862}","[-33.160000000000004,42.56,-246.99]","[39.55673133656768,-3.3786183711380744,53.10668761050347]",0.0,2267680,coil_as_tip,thesis_trusted,True,
51,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":1670,""6"":2425,""7"":3152,""8"":1862}","{""5"":1880,""6"":2426,""7"":2894,""8"":1862}","[-44.1,42.910000000000004,-229.96]","[22.51540419281426,-2.4538867178736368,63.995445140590334]",0.03821404999871447,2268832,coil_as_tip,thesis_trusted,True,
52,approach,True,ok,T05,T05,5,"[4.0,0.0,-4.0,0.0]","[261,0,-261,0]","{""5"":2392,""6"":2424,""7"":2371,""8"":1862}","{""5"":1880,""6"":2426,""7"":2894,""8"":1862}","{""5"":2393,""6"":2426,""7"":2392,""8"":1862}","[-48.24,43.910000000000004,-196.13]","[-11.308639380584253,-0.9607524042748707,68.03439627503022]",0.0,2270008,coil_as_tip,thesis_trusted,True,
53,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2393,""6"":2426,""7"":2392,""8"":1862}","{""5"":1898,""6"":2425,""7"":2892,""8"":1862}","[-44.88,42.78,-227.73000000000002]","[20.29870185418457,-2.158921702764097,64.76837876113935]",0.03974404499967932,2271184,coil_as_tip,thesis_trusted,True,
54,approach,True,ok,T16,T16,16,"[-5.656854249492373,5.656854249492388,5.656854249492373,-5.656854249492388]","[-369,369,369,-369]","{""5"":1762,""6"":2793,""7"":3001,""8"":1493}","{""5"":1898,""6"":2425,""7"":2892,""8"":1862}","{""5"":1791,""6"":2792,""7"":3000,""8"":1531}","[-34.38,67.54,-231.88]","[22.651811973407945,-27.180371428121212,54.3319029954302]",0.0,2272360,coil_as_tip,thesis_trusted,True,
55,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":1791,""6"":2792,""7"":3000,""8"":1531}","{""5"":1880,""6"":2427,""7"":2894,""8"":1862}","[-44.03,44.65,-229.78]","[22.20847177519505,-4.176154561530012,63.928467788286525]",0.035961585001132335,2273544,coil_as_tip,thesis_trusted,True,
56,approach,True,ok,T02,T02,2,"[-2.8284271247461903,-2.82842712474619,2.8284271247461903,2.82842712474619]","[-184,-184,184,184]","{""5"":1947,""6"":2240,""7"":2816,""8"":2046}","{""5"":1880,""6"":2427,""7"":2894,""8"":1862}","{""5"":1953,""6"":2263,""7"":2817,""8"":2047}","[-45.1,28.88,-221.61]","[15.214069699158529,12.152942123872847,64.94120716122558]",0.03714717199909501,2274704,coil_as_tip,thesis_trusted,True,
57,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":1953,""6"":2263,""7"":2817,""8"":2047}","{""5"":1896,""6"":2425,""7"":2892,""8"":1862}","[-44.78,40.58,-228.09]","[20.819378346008705,0.008519394227356258,64.66496173191214]",0.03703056300037133,2275888,coil_as_tip,thesis_trusted,True,
58,approach,True,ok,T13,T13,13,"[8.0,0.0,-8.0,0.0]","[522,0,-522,0]","{""5"":2653,""6"":2424,""7"":2110,""8"":1862}","{""5"":1896,""6"":2425,""7"":2892,""8"":1862}","{""5"":2653,""6"":2425,""7"":2161,""8"":1862}","[-39.87,44.58,-176.29]","[-31.120087873320756,-0.19291073014125004,59.60537926335486]",0.0,2277072,coil_as_tip,thesis_trusted,True,
59,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2653,""6"":2425,""7"":2161,""8"":1862}","{""5"":1899,""6"":2425,""7"":2892,""8"":1862}","[-45.07,41.93,-227.81]","[20.440280487149323,-1.3166486366788632,64.9568769649377]",0.0,2278224,coil_as_tip,thesis_trusted,True,
60,approach,True,ok,T03,T03,3,"[0.0,-4.0,0.0,4.0]","[0,-261,0,261]","{""5"":2131,""6"":2163,""7"":2632,""8"":2123}","{""5"":1899,""6"":2425,""7"":2892,""8"":1862}","{""5"":2132,""6"":2193,""7"":2632,""8"":2124}","[-44.75,21.28,-209.9]","[4.09409011093058,20.59045569734615,64.53993586291458]",0.0,2279400,coil_as_tip,thesis_trusted,True,
61,repeat,True,ok,T01,T01,1,"[-4.0,0.0,4.0,0.0]","[-261,0,261,0]","{""5"":1870,""6"":2424,""7"":2893,""8"":1862}","{""5"":2132,""6"":2193,""7"":2632,""8"":2125}","{""5"":1898,""6"":2425,""7"":2892,""8"":1863}","[-44.89,40.17,-227.82]","[20.57986040707442,0.4374653406071616,64.77329700785225]",0.0,2280592,coil_as_tip,thesis_trusted,True,
